;"Ergebnis des Vorvorvorjahres K4/2011";"Ergebnis des Vorvorjahres K4/2012";"Ansatz des Vorjahres K4/2013";"Planung des Haushaltsjahres K4/2014";"Planung des Haushaltsjahres K4/2015";"Planung des Haushaltsjahres K4/2016";"Planung des Haushaltsjahres K4/2017";"Planung des Haushaltsjahres K4/2018"
"1 + Steuern und ähnliche Abgaben";"";"";"";"";"";"";"";""
"2 + Zuwendungen und allgemeine Umlagen";"-2,72 EUR";"-259,50 EUR";"-2,76 EUR";"-265,48 EUR";"-265,48 EUR";"-265,48 EUR";"-265,00 EUR";"-259,00 EUR"
"3 + Sonstige Transfererträge";"";"";"";"";"";"";"";""
"4 + Öffentlich-rechtliche Leistungsentgelte";"-1.016.288,32 EUR";"-320.751,79 EUR";"";"";"";"";"";""
"5 + Privatrechtliche Leistungsentgelte";"";"";"";"";"";"";"";""
"6 + Kostenerstattungen und Kostenumlagen";"";"";"";"";"";"";"";""
"7 + Sonstige ordentliche Erträge";"";"-21,39 EUR";"";"";"";"";"";""
"8 + Aktivierte Eigenleistungen";"";"";"";"";"";"";"";""
"9 +/- Bestandsveränderungen";"";"";"";"";"";"";"";""
"10 = Ordentliche Erträge";"-1.016.291,04 EUR";"-321.032,68 EUR";"-2,76 EUR";"-265,48 EUR";"-265,48 EUR";"-265,48 EUR";"-265,00 EUR";"-259,00 EUR"
"11 - Personalaufwendungen";"307.196,34 EUR";"301.287,74 EUR";"269.229,25 EUR";"239.654,20 EUR";"242.631,16 EUR";"245.882,95 EUR";"249.343,40 EUR";"253.158,50 EUR"
"12 - Versorgungsaufwendungen";"";"";"";"";"";"";"";""
"13 - Aufwendungen für Sach- und Dienstleistungen";"22.883,37 EUR";"23.779,91 EUR";"32.620,76 EUR";"33.435,56 EUR";"33.565,88 EUR";"33.703,28 EUR";"33.794,96 EUR";"33.890,00 EUR"
"14 - Bilanzielle Abschreibungen";"182,95 EUR";"824,55 EUR";"94,51 EUR";"355,80 EUR";"355,79 EUR";"355,80 EUR";"355,31 EUR";"341,79 EUR"
"15 - Transferaufwendungen";"71.000,00 EUR";"71.000,00 EUR";"71.000,00 EUR";"71.000,00 EUR";"71.000,00 EUR";"71.000,00 EUR";"71.000,00 EUR";"71.000,00 EUR"
"16 - Sonstige ordentliche Aufwendungen";"1.322.557,47 EUR";"51.176,91 EUR";"105.114,64 EUR";"106.023,40 EUR";"106.023,40 EUR";"106.023,40 EUR";"106.023,40 EUR";"106.023,40 EUR"
"17 = Ordentliche Aufwendungen";"1.723.820,13 EUR";"448.069,11 EUR";"478.059,16 EUR";"450.468,96 EUR";"453.576,23 EUR";"456.965,43 EUR";"460.517,07 EUR";"464.413,69 EUR"
"18 = Ordentliches Ergebnis (= 10 + 17)";"707.529,09 EUR";"127.036,43 EUR";"478.056,40 EUR";"450.203,48 EUR";"453.310,75 EUR";"456.699,95 EUR";"460.252,07 EUR";"464.154,69 EUR"
"19 + Finanzerträge";"";"";"";"";"";"";"";""
"20 - Zinsen und sonstige Finanzaufwendungen";"";"";"";"";"";"";"";""
"21 = Finanzergebnis (= 19 + 20)";"";"";"";"";"";"";"";""
"22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21)";"707.529,09 EUR";"127.036,43 EUR";"478.056,40 EUR";"450.203,48 EUR";"453.310,75 EUR";"456.699,95 EUR";"460.252,07 EUR";"464.154,69 EUR"
"23 + Außerordentliche Erträge";"";"";"";"";"";"";"";""
"24 - Außerordentliche Aufwendungen";"";"";"";"";"";"";"";""
"25 = Außerordentliches Ergebnis (= 23 + 24)";"";"";"";"";"";"";"";""
"26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25)";"707.529,09 EUR";"127.036,43 EUR";"478.056,40 EUR";"450.203,48 EUR";"453.310,75 EUR";"456.699,95 EUR";"460.252,07 EUR";"464.154,69 EUR"
"27 + Erträge aus internen Leistungsbeziehungen";"-410.278,62 EUR";"-152.321,96 EUR";"-504.287,64 EUR";"-466.775,94 EUR";"-469.867,15 EUR";"-473.255,84 EUR";"-476.855,15 EUR";"-480.909,04 EUR"
"28 - Aufwendungen aus internen Leistungsbeziehungen";"23.251,32 EUR";"25.285,53 EUR";"26.231,24 EUR";"16.572,46 EUR";"16.556,40 EUR";"16.555,89 EUR";"16.603,08 EUR";"16.754,35 EUR"
"29 = Teilergebnis  (= 26, 27, 28)";"320.501,79 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR"
