;Ergebnis des Vorvorvorjahres K4/2011;Ergebnis des Vorvorjahres K4/2012;Ansatz des Vorjahres K4/2013;Planung des Haushaltsjahres K4/2014;Planung des Haushaltsjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-669,99;-5885,32;;-196,32;-196,32;-196,32;-180,12;-3,00
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;;-210,00;;;;;;
6 + Kostenerstattungen und Kostenumlagen;;;;;;;;
7 + Sonstige ordentliche Erträge;;-205,02;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-669,99;-6300,34;;-196,32;-196,32;-196,32;-180,12;-3,00
11 - Personalaufwendungen;308420,41;510772,38;545871,65;481764,40;468654,36;461445,72;458263,56;462665,04
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;13638,59;3377,10;15659,32;4110,00;4224,04;4338,08;4448,04;4558,00
14 - Bilanzielle Abschreibungen;1751,54;410,07;19,56;402,79;397,81;397,81;381,72;204,49
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;160585,36;155785,89;176346,44;169604,68;169604,68;169604,68;169604,68;169604,68
17 = Ordentliche Aufwendungen;484395,90;670345,44;737896,97;655881,87;642880,89;635786,29;632698,00;637032,21
18 = Ordentliches Ergebnis (= 10 + 17);483725,91;664045,10;737896,97;655685,55;642684,57;635589,97;632517,88;637029,21
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);483725,91;664045,10;737896,97;655685,55;642684,57;635589,97;632517,88;637029,21
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);483725,91;664045,10;737896,97;655685,55;642684,57;635589,97;632517,88;637029,21
27 + Erträge aus internen Leistungsbeziehungen;;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;69736,49;79385,86;70400,60;60696,46;59723,32;59073,24;58702,15;58856,18
29 = Teilergebnis  (= 26, 27, 28);553462,40;743430,96;808297,57;716382,01;702407,89;694663,21;691220,03;695885,39
