;Ergebnis des Vorvorvorjahres K4/2011;Ergebnis des Vorvorjahres K4/2012;Ansatz des Vorjahres K4/2013;Planung des Haushaltsjahres K4/2014;Planung des Haushaltsjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-44,84;-44,85;-44,84;-44,85;-44,84;-44,85;-44,84;-44,85
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;;-48340,80;-15436,90;-25790,28;-26128,66;-26377,88;-26604,43;-26630,25
7 + Sonstige ordentliche Erträge;;-69,80;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-44,84;-48455,45;-15481,74;-25835,13;-26173,50;-26422,73;-26649,27;-26675,10
11 - Personalaufwendungen;850100,05;872139,54;659793,45;728116,32;735338,23;743028,59;752773,44;763058,81
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;50171,55;19475,16;35192,60;24960,00;25870,00;26710,00;27410,00;28110,00
14 - Bilanzielle Abschreibungen;1217,09;2147,74;316,37;316,36;316,37;316,36;316,37;308,56
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;54422,32;34673,01;37257,56;38950,00;38950,00;38950,00;38950,08;38950,00
17 = Ordentliche Aufwendungen;955911,01;928435,45;732559,98;792342,68;800474,60;809004,95;819449,89;830427,37
18 = Ordentliches Ergebnis (= 10 + 17);955866,17;879980,00;717078,24;766507,55;774301,10;782582,22;792800,62;803752,27
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);955866,17;879980,00;717078,24;766507,55;774301,10;782582,22;792800,62;803752,27
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);955866,17;879980,00;717078,24;766507,55;774301,10;782582,22;792800,62;803752,27
27 + Erträge aus internen Leistungsbeziehungen;-1158447,46;-1081842,43;-893425,18;-820542,85;-827747,02;-835404,36;-844873,13;-855031,09
28 - Aufwendungen aus internen Leistungsbeziehungen;296509,48;241238,21;248786,44;120565,19;120560,04;120556,92;120575,24;120604,81
29 = Teilergebnis  (= 26, 27, 28);93928,19;39375,78;72439,50;66529,89;67114,12;67734,78;68502,73;69325,99
