;Ergebnis des Vorvorvorjahres K4/2011;Ergebnis des Vorvorjahres K4/2012;Ansatz des Vorjahres K4/2013;Planung des Haushaltsjahres K4/2014;Planung des Haushaltsjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;;-1,57;;;;;;
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;;;;;;;;
7 + Sonstige ordentliche Erträge;-457,84;-5503495,37;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-457,84;-5503496,94;;;;;;
11 - Personalaufwendungen;336542,03;375009,76;351448,41;303350,76;306723,84;310331,82;315044,56;320032,52
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;18572,86;260342,54;54036,92;52903,88;53055,92;53210,72;53318,48;53427,56
14 - Bilanzielle Abschreibungen;50300026,31;7664333,42;;;;;;
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;23051,66;118793,38;10099,84;29612,24;29612,24;29612,24;29612,28;29612,28
17 = Ordentliche Aufwendungen;50678192,86;8418479,10;415585,17;385866,88;389392,00;393154,78;397975,32;403072,36
18 = Ordentliches Ergebnis (= 10 + 17);50677735,02;2914982,16;415585,17;385866,88;389392,00;393154,78;397975,32;403072,36
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);50677735,02;2914982,16;415585,17;385866,88;389392,00;393154,78;397975,32;403072,36
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);50677735,02;2914982,16;415585,17;385866,88;389392,00;393154,78;397975,32;403072,36
27 + Erträge aus internen Leistungsbeziehungen;;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;58655,67;80255,74;91242,48;51018,69;50970,90;50937,15;51008,29;51205,91
29 = Teilergebnis  (= 26, 27, 28);50736390,69;2995237,90;506827,65;436885,57;440362,90;444091,93;448983,61;454278,27
