;Ergebnis des Vorvorvorjahres K4/2011;Ergebnis des Vorvorjahres K4/2012;Ansatz des Vorjahres K4/2013;Planung des Haushaltsjahres K4/2014;Planung des Haushaltsjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;;-920,32;;-503987,28;-483219,04;-483203,54;-483032,52;-483032,52
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;;;;-1000,00;-1000,00;-1000,00;-1000,00;-1000,00
6 + Kostenerstattungen und Kostenumlagen;;;;-274500,00;-279000,00;-279000,00;-279000,00;-279000,00
7 + Sonstige ordentliche Erträge;;;;-400,00;-400,00;-400,00;-400,00;-400,00
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;;-920,32;;-779887,28;-763619,04;-763603,54;-763432,52;-763432,52
11 - Personalaufwendungen;;;;977081,42;973946,90;989251,61;1003410,33;1018722,13
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;;;;380330,96;376736,16;378341,96;379318,48;380387,80
14 - Bilanzielle Abschreibungen;;;;1957,96;534,71;385,67;214,65;214,65
15 - Transferaufwendungen;;;;343592,00;327139,00;327139,00;327139,00;327139,00
16 - Sonstige ordentliche Aufwendungen;;;;164938,62;162722,80;162797,80;162897,72;162985,24
17 = Ordentliche Aufwendungen;;;;1867900,96;1841079,57;1857916,04;1872980,18;1889448,82
18 = Ordentliches Ergebnis (= 10 + 17);;-920,32;;1088013,68;1077460,53;1094312,50;1109547,66;1126016,30
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;20,00;;;;
21 = Finanzergebnis (= 19 + 20);;;;20,00;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);;-920,32;;1088033,68;1077460,53;1094312,50;1109547,66;1126016,30
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);;-920,32;;1088033,68;1077460,53;1094312,50;1109547,66;1126016,30
27 + Erträge aus internen Leistungsbeziehungen;;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;;;;209085,04;204174,65;204189,12;204307,06;204911,15
29 = Teilergebnis  (= 26, 27, 28);;-920,32;;1297118,72;1281635,18;1298501,62;1313854,72;1330927,45
