;Ergebnis des Vorvorvorjahres K4/2011;Ergebnis des Vorvorjahres K4/2012;Ansatz des Vorjahres K4/2013;Planung des Haushaltsjahres K4/2014;Planung des Haushaltsjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-18627,69;-34187,58;-6502,06;-41501,37;-40335,48;-38051,40;-31507,44;-29350,19
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-33051,20;-38302,75;-20000,00;-20000,00;-20000,00;-20000,00;-20000,00;-20000,00
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;-72854,61;-83078,65;-50000,00;-50000,00;-50000,00;-50000,00;-50000,00;-50000,00
7 + Sonstige ordentliche Erträge;-555390,20;-678953,39;-365000,00;-365000,00;-365000,00;-365000,00;-365000,00;-365000,00
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-679923,70;-834522,37;-441502,06;-476501,37;-475335,48;-473051,40;-466507,44;-464350,19
11 - Personalaufwendungen;1827129,54;1847152,01;2226709,54;2363418,48;2398782,68;2435925,70;2471475,70;2509480,03
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;284002,81;261449,23;250578,21;219177,91;220217,95;220944,67;221791,38;222288,17
14 - Bilanzielle Abschreibungen;65415,18;106837,65;31546,40;57787,61;55717,47;49189,36;37116,05;32905,27
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;326102,33;195077,43;57791,64;53451,72;53451,72;53451,72;53451,76;53451,72
17 = Ordentliche Aufwendungen;2502649,86;2410516,32;2566625,79;2693835,72;2728169,82;2759511,45;2783834,89;2818125,19
18 = Ordentliches Ergebnis (= 10 + 17);1822726,16;1575993,95;2125123,73;2217334,35;2252834,34;2286460,05;2317327,45;2353775,00
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);1822726,16;1575993,95;2125123,73;2217334,35;2252834,34;2286460,05;2317327,45;2353775,00
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);1822726,16;1575993,95;2125123,73;2217334,35;2252834,34;2286460,05;2317327,45;2353775,00
27 + Erträge aus internen Leistungsbeziehungen;;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;800414,28;960752,44;938652,45;920823,30;921029,60;921313,12;921891,67;923396,02
29 = Teilergebnis  (= 26, 27, 28);2623140,44;2536746,39;3063776,18;3138157,65;3173863,94;3207773,17;3239219,12;3277171,02
