"";"Ergebnis des Vorvorvorjahres K4/2011";"Ergebnis des Vorvorjahres K4/2012";"Ansatz des Vorjahres K4/2013";"Planung des Haushaltsjahres K4/2014";"Planung des Haushaltsjahres K4/2015";"Planung des Haushaltsjahres K4/2016";"Planung des Haushaltsjahres K4/2017";"Planung des Haushaltsjahres K4/2018"
"1 + Steuern und ähnliche Abgaben";"";"";"";"";"";"";"";""
"2 + Zuwendungen und allgemeine Umlagen";"-11,19 EUR";"-139,32 EUR";"-11,40 EUR";"-201,72 EUR";"-201,72 EUR";"-180,96 EUR";"-50,88 EUR";"-14,40 EUR"
"3 + Sonstige Transfererträge";"-2.153.671,37 EUR";"-2.295.440,54 EUR";"-1.430.000,00 EUR";"-1.430.000,00 EUR";"-1.430.000,00 EUR";"-1.430.000,00 EUR";"-1.430.000,00 EUR";"-1.430.000,00 EUR"
"4 + Öffentlich-rechtliche Leistungsentgelte";"";"";"";"";"";"";"";""
"5 + Privatrechtliche Leistungsentgelte";"";"";"";"";"";"";"";""
"6 + Kostenerstattungen und Kostenumlagen";"-2.715.088,82 EUR";"-2.618.733,93 EUR";"-2.700.000,00 EUR";"-2.700.000,00 EUR";"-2.700.000,00 EUR";"-2.700.000,00 EUR";"-2.700.000,00 EUR";"-2.700.000,00 EUR"
"7 + Sonstige ordentliche Erträge";"-1.670.437,13 EUR";"-120.501,58 EUR";"-160.000,00 EUR";"-160.000,00 EUR";"-160.000,00 EUR";"-160.000,00 EUR";"-160.000,00 EUR";"-160.000,00 EUR"
"8 + Aktivierte Eigenleistungen";"";"";"";"";"";"";"";""
"9 +/- Bestandsveränderungen";"";"";"";"";"";"";"";""
"10 = Ordentliche Erträge";"-6.539.208,51 EUR";"-5.034.815,37 EUR";"-4.290.011,40 EUR";"-4.290.201,72 EUR";"-4.290.201,72 EUR";"-4.290.180,96 EUR";"-4.290.050,88 EUR";"-4.290.014,40 EUR"
"11 - Personalaufwendungen";"999.866,30 EUR";"1.038.725,67 EUR";"1.254.090,32 EUR";"1.004.770,80 EUR";"997.762,19 EUR";"997.416,98 EUR";"1.001.477,47 EUR";"1.014.117,65 EUR"
"12 - Versorgungsaufwendungen";"";"";"";"";"";"";"";""
"13 - Aufwendungen für Sach- und Dienstleistungen";"378.968,45 EUR";"437.354,76 EUR";"403.983,84 EUR";"404.469,92 EUR";"405.092,96 EUR";"405.735,56 EUR";"406.175,12 EUR";"406.625,48 EUR"
"14 - Bilanzielle Abschreibungen";"3.588,02 EUR";"3.749,65 EUR";"3.368,52 EUR";"3.558,72 EUR";"3.553,92 EUR";"3.480,36 EUR";"3.350,28 EUR";"3.313,92 EUR"
"15 - Transferaufwendungen";"5.636.379,03 EUR";"5.565.116,13 EUR";"5.800.000,00 EUR";"5.800.000,00 EUR";"5.800.000,00 EUR";"5.800.000,00 EUR";"5.800.000,00 EUR";"5.800.000,00 EUR"
"16 - Sonstige ordentliche Aufwendungen";"1.620.970,06 EUR";"312.654,55 EUR";"71.885,32 EUR";"72.898,84 EUR";"74.094,76 EUR";"75.290,56 EUR";"76.486,40 EUR";"76.486,36 EUR"
"17 = Ordentliche Aufwendungen";"8.639.771,86 EUR";"7.357.600,76 EUR";"7.533.328,00 EUR";"7.285.698,28 EUR";"7.280.503,83 EUR";"7.281.923,46 EUR";"7.287.489,27 EUR";"7.300.543,41 EUR"
"18 = Ordentliches Ergebnis (= 10 + 17)";"2.100.563,35 EUR";"2.322.785,39 EUR";"3.243.316,60 EUR";"2.995.496,56 EUR";"2.990.302,11 EUR";"2.991.742,50 EUR";"2.997.438,39 EUR";"3.010.529,01 EUR"
"19 + Finanzerträge";"";"";"";"";"";"";"";""
"20 - Zinsen und sonstige Finanzaufwendungen";"";"";"";"";"";"";"";""
"21 = Finanzergebnis (= 19 + 20)";"";"";"";"";"";"";"";""
"22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21)";"2.100.563,35 EUR";"2.322.785,39 EUR";"3.243.316,60 EUR";"2.995.496,56 EUR";"2.990.302,11 EUR";"2.991.742,50 EUR";"2.997.438,39 EUR";"3.010.529,01 EUR"
"23 + Außerordentliche Erträge";"";"";"";"";"";"";"";""
"24 - Außerordentliche Aufwendungen";"";"";"";"";"";"";"";""
"25 = Außerordentliches Ergebnis (= 23 + 24)";"";"";"";"";"";"";"";""
"26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25)";"2.100.563,35 EUR";"2.322.785,39 EUR";"3.243.316,60 EUR";"2.995.496,56 EUR";"2.990.302,11 EUR";"2.991.742,50 EUR";"2.997.438,39 EUR";"3.010.529,01 EUR"
"27 + Erträge aus internen Leistungsbeziehungen";"";"";"";"";"";"";"";""
"28 - Aufwendungen aus internen Leistungsbeziehungen";"172.180,78 EUR";"206.435,53 EUR";"178.081,49 EUR";"152.810,75 EUR";"151.584,99 EUR";"150.730,09 EUR";"150.301,23 EUR";"150.737,64 EUR"
"29 = Teilergebnis  (= 26, 27, 28)";"2.272.744,13 EUR";"2.529.220,92 EUR";"3.421.398,09 EUR";"3.148.307,31 EUR";"3.141.887,10 EUR";"3.142.472,59 EUR";"3.147.739,62 EUR";"3.161.266,65 EUR"
