;Ergebnis des Vorvorvorjahres K4/2011;Ergebnis des Vorvorjahres K4/2012;Ansatz des Vorjahres K4/2013;Planung des Haushaltsjahres K4/2014;Planung des Haushaltsjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-125490,14;-108742,93;-48065,83;-83640,52;-83629,11;-83490,66;-82582,87;-78461,35
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-7277,00;-3594,14;-40,00;-40,00;-40,00;-40,00;-40,00;-40,00
5 + Privatrechtliche Leistungsentgelte;-37475,24;-30322,35;-39300,00;-39300,00;-39300,00;-39300,00;-39300,00;-39300,00
6 + Kostenerstattungen und Kostenumlagen;-941725,56;-1910390,20;-932160,00;-1032160,00;-1032160,00;-1032160,00;-1032160,00;-1032160,00
7 + Sonstige ordentliche Erträge;-9600,91;-25488,59;-550,00;-550,00;-550,00;-550,00;-550,00;-550,00
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-1121568,85;-2078538,21;-1020115,83;-1155690,52;-1155679,11;-1155540,66;-1154632,87;-1150511,35
11 - Personalaufwendungen;5633297,37;5456566,48;5581115,97;5737848,96;5840480,20;5943680,75;6034165,21;6126042,19
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;2599043,10;2594429,59;2561909,93;2637092,81;2643245,65;2649540,01;2653854,09;2658274,17
14 - Bilanzielle Abschreibungen;207841,69;211108,36;165729,66;168880,08;146404,41;132451,23;125685,57;115909,98
15 - Transferaufwendungen;;42,55;;;;;;
16 - Sonstige ordentliche Aufwendungen;411015,40;380350,23;418292,07;398433,43;398433,43;398433,43;398433,47;398433,43
17 = Ordentliche Aufwendungen;8851197,56;8642497,21;8727047,63;8942255,28;9028563,69;9124105,42;9212138,34;9298659,77
18 = Ordentliches Ergebnis (= 10 + 17);7729628,71;6563959,00;7706931,80;7786564,76;7872884,58;7968564,76;8057505,47;8148148,42
19 + Finanzerträge;;;;-37,53;-37,53;-37,53;-37,53;-37,53
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;-37,53;-37,53;-37,53;-37,53;-37,53
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);7729628,71;6563959,00;7706931,80;7786527,23;7872847,05;7968527,23;8057467,94;8148110,89
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);7729628,71;6563959,00;7706931,80;7786527,23;7872847,05;7968527,23;8057467,94;8148110,89
27 + Erträge aus internen Leistungsbeziehungen;-407748,94;-383726,41;-576000,00;-480003,84;-480003,84;-480003,84;-480003,84;-480003,84
28 - Aufwendungen aus internen Leistungsbeziehungen;928765,76;804863,14;864120,78;664616,07;664812,47;665066,84;665794,10;669259,95
29 = Teilergebnis  (= 26, 27, 28);8250645,53;6985095,73;7995052,58;7971139,46;8057655,68;8153590,23;8243258,20;8337367,00
