;Ergebnis des Vorvorvorjahres K4/2011;Ergebnis des Vorvorjahres K4/2012;Ansatz des Vorjahres K4/2013;Planung des Haushaltsjahres K4/2014;Planung des Haushaltsjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;;;;;;;;
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;;;;;;;;
7 + Sonstige ordentliche Erträge;;;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;;;;;;;;
11 - Personalaufwendungen;;;;403662,60;403107,68;404131,76;408001,84;413841,48
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;;;;3150,00;3240,00;3330,00;3395,00;3460,00
14 - Bilanzielle Abschreibungen;;;;23,73;23,73;23,73;23,73;23,73
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;;;;13195,00;13195,00;13195,00;13195,00;13195,00
17 = Ordentliche Aufwendungen;;;;420031,33;419566,41;420680,49;424615,57;430520,21
18 = Ordentliches Ergebnis (= 10 + 17);;;;420031,33;419566,41;420680,49;424615,57;430520,21
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);;;;420031,33;419566,41;420680,49;424615,57;430520,21
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);;;;420031,33;419566,41;420680,49;424615,57;430520,21
27 + Erträge aus internen Leistungsbeziehungen;;;;-440386,01;-439933,92;-440949,44;-444592,10;-450068,58
28 - Aufwendungen aus internen Leistungsbeziehungen;;;;56060,72;56036,95;56020,62;56023,50;56039,59
29 = Teilergebnis  (= 26, 27, 28);;;;35706,04;35669,44;35751,67;36046,97;36491,22
