;Ergebnis des Vorvorvorjahres K4/2011;Ergebnis des Vorvorjahres K4/2012;Ansatz des Vorjahres K4/2013;Planung des Haushaltsjahres K4/2014;Planung des Haushaltsjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-1131,53;-1160,11;-1406,32;-1134,84;-875,06;-80,52;-53,55;
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-130539,00;-107930,23;-243900,00;-243900,00;-243900,00;-243900,00;-243900,00;-243900,00
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;;;;;;;;
7 + Sonstige ordentliche Erträge;;-18,58;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-131670,53;-109108,92;-245306,32;-245034,84;-244775,06;-243980,52;-243953,55;-243900,00
11 - Personalaufwendungen;228683,50;177348,17;166805,07;101129,36;101479,04;102173,19;103179,52;104635,54
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;48635,05;42172,03;79202,12;57943,48;59602,12;61305,56;62471,08;63681,40
14 - Bilanzielle Abschreibungen;1361,99;1227,64;1409,64;1137,31;877,53;83,00;56,03;2,47
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;269968,97;227031,31;368505,60;356805,96;356805,96;360305,96;356805,80;356805,92
17 = Ordentliche Aufwendungen;548649,51;447779,15;615922,43;517016,11;518764,65;523867,71;522512,43;525125,33
18 = Ordentliches Ergebnis (= 10 + 17);416978,98;338670,23;370616,11;271981,27;273989,59;279887,19;278558,88;281225,33
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);416978,98;338670,23;370616,11;271981,27;273989,59;279887,19;278558,88;281225,33
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);416978,98;338670,23;370616,11;271981,27;273989,59;279887,19;278558,88;281225,33
27 + Erträge aus internen Leistungsbeziehungen;;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;67234,95;60723,88;68899,11;45341,40;45342,23;45363,21;45395,37;45502,91
29 = Teilergebnis  (= 26, 27, 28);484213,93;399394,11;439515,22;317322,67;319331,82;325250,40;323954,25;326728,24
