;Ergebnis des Vorvorvorjahres K4/2011;Ergebnis des Vorvorjahres K4/2012;Ansatz des Vorjahres K4/2013;Planung des Haushaltsjahres K4/2014;Planung des Haushaltsjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-26,85;-26,84;-26,85;-526,64;-526,65;-526,64;-193,45;-26,84
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;;-85797,54;-26265,27;-46963,76;-47680,93;-48248,40;-48808,39;-49008,09
7 + Sonstige ordentliche Erträge;;-656,90;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-26,85;-86481,28;-26292,12;-47490,40;-48207,58;-48775,04;-49001,84;-49034,93
11 - Personalaufwendungen;1820237,79;1914612,78;1515089,45;1527044,48;1544765,36;1563607,12;1587393,10;1612503,12
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;23775,99;18702,72;24659,32;22500,04;23130,08;23850,04;24300,00;24750,08
14 - Bilanzielle Abschreibungen;4416,93;3226,57;72,66;574,74;574,74;539,96;199,74;33,13
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;21844,15;25435,53;23511,48;24679,96;24679,96;24679,96;24679,96;24679,96
17 = Ordentliche Aufwendungen;1870274,86;1961977,60;1563332,91;1574799,22;1593150,14;1612677,08;1636572,80;1661966,29
18 = Ordentliches Ergebnis (= 10 + 17);1870248,01;1875496,32;1537040,79;1527308,82;1544942,56;1563902,04;1587570,96;1612931,36
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);1870248,01;1875496,32;1537040,79;1527308,82;1544942,56;1563902,04;1587570,96;1612931,36
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);1870248,01;1875496,32;1537040,79;1527308,82;1544942,56;1563902,04;1587570,96;1612931,36
27 + Erträge aus internen Leistungsbeziehungen;-1840616,56;-1920079,01;-1521370,74;-1494921,00;-1511228,62;-1528768,39;-1550707,20;-1574233,48
28 - Aufwendungen aus internen Leistungsbeziehungen;119607,82;114467,21;107684,54;88821,34;88817,76;88819,93;88869,03;88942,24
29 = Teilergebnis  (= 26, 27, 28);149239,27;69884,52;123354,59;121209,16;122531,70;123953,58;125732,79;127640,12
