;Ergebnis des Vorvorvorjahres K4/2011;Ergebnis des Vorvorjahres K4/2012;Ansatz des Vorjahres K4/2013;Planung des Haushaltsjahres K4/2014;Planung des Haushaltsjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-99140,14;-185161,73;-72281,93;-109857,10;-87165,47;-63460,68;-42154,43;-32309,23
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;-493991,56;-477518,27;-469461,84;-488026,32;-488026,32;-488026,32;-488026,32;-488026,32
6 + Kostenerstattungen und Kostenumlagen;582,93;-2667,19;;;;;;
7 + Sonstige ordentliche Erträge;-1152,19;-54747,16;-1152,22;-1186,16;-1122,96;-1122,96;-1122,96;-1122,96
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-593700,96;-720094,35;-542895,99;-599069,58;-576314,75;-552609,96;-531303,71;-521458,51
11 - Personalaufwendungen;458806,17;485280,29;582046,45;605910,70;615503,47;625298,93;634946,12;644883,61
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;3468607,79;3323634,95;3435759,78;3483062,28;3581457,00;3682799,28;3752092,92;3822777,96
14 - Bilanzielle Abschreibungen;231733,96;255335,26;192784,53;195472,04;156409,47;130989,58;102885,07;90330,39
15 - Transferaufwendungen;36931,20;20281,05;20000,00;20000,00;20000,00;20000,00;20000,00;20000,00
16 - Sonstige ordentliche Aufwendungen;4454198,11;4701137,58;4611705,12;4808219,60;4808219,60;4808219,60;4808219,60;4808219,60
17 = Ordentliche Aufwendungen;8650277,23;8785669,13;8842295,88;9112664,62;9181589,54;9267307,39;9318143,71;9386211,56
18 = Ordentliches Ergebnis (= 10 + 17);8056576,27;8065574,78;8299399,89;8513595,04;8605274,79;8714697,43;8786840,00;8864753,05
19 + Finanzerträge;;;;-6500,04;-6500,04;-6500,04;-6500,04;-6500,04
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;-6500,04;-6500,04;-6500,04;-6500,04;-6500,04
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);8056576,27;8065574,78;8299399,89;8507095,00;8598774,75;8708197,39;8780339,96;8858253,01
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);8056576,27;8065574,78;8299399,89;8507095,00;8598774,75;8708197,39;8780339,96;8858253,01
27 + Erträge aus internen Leistungsbeziehungen;;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;479647,31;468560,53;413965,20;414919,71;417813,68;420809,31;422741,77;426083,82
29 = Teilergebnis  (= 26, 27, 28);8536223,58;8534135,31;8713365,09;8922014,71;9016588,43;9129006,70;9203081,73;9284336,83
