;Ergebnis des Vorvorvorjahres K4/2011;Ergebnis des Vorvorjahres K4/2012;Ansatz des Vorjahres K4/2013;Planung des Haushaltsjahres K4/2014;Planung des Haushaltsjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-144679,76;-7498,87;-500,40;-871,44;-871,32;-869,88;-860,40;-817,44
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-5241,72;-4611,72;-5050,00;-5050,00;-5050,00;-5050,00;-5050,00;-5050,00
5 + Privatrechtliche Leistungsentgelte;-345286,38;-345903,77;-344350,00;-344350,00;-344350,00;-344350,00;-344350,00;-344350,00
6 + Kostenerstattungen und Kostenumlagen;-3331,00;-3338,60;;-3300,00;-3300,00;-3300,00;-3300,00;-3300,00
7 + Sonstige ordentliche Erträge;-12,96;-168,58;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-498551,82;-361521,54;-349900,40;-353571,44;-353571,32;-353569,88;-353560,40;-353517,44
11 - Personalaufwendungen;192422,91;192911,69;153182,24;158483,32;161363,92;164260,05;166797,76;169373,36
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;215584,12;81269,00;131035,64;134311,76;134484,32;135111,08;135232,04;135356,12
14 - Bilanzielle Abschreibungen;2179,37;2208,59;1727,16;1760,04;1525,92;1380,60;1309,92;1208,16
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;11721,61;10971,53;12776,50;11734,87;11734,87;11734,87;11734,87;11734,87
17 = Ordentliche Aufwendungen;421908,01;287360,81;298721,54;306289,99;309109,03;312486,60;315074,59;317672,51
18 = Ordentliches Ergebnis (= 10 + 17);-76643,81;-74160,73;-51178,86;-47281,45;-44462,29;-41083,28;-38485,81;-35844,93
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);-76643,81;-74160,73;-51178,86;-47281,45;-44462,29;-41083,28;-38485,81;-35844,93
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);-76643,81;-74160,73;-51178,86;-47281,45;-44462,29;-41083,28;-38485,81;-35844,93
27 + Erträge aus internen Leistungsbeziehungen;-4247,39;-3997,15;-6000,00;-5000,04;-5000,04;-5000,04;-5000,04;-5000,04
28 - Aufwendungen aus internen Leistungsbeziehungen;39421,14;26395,67;26955,48;21635,14;21603,26;21597,36;21590,57;21679,18
29 = Teilergebnis  (= 26, 27, 28);-41470,06;-51762,21;-30223,38;-30646,35;-27859,07;-24485,96;-21895,28;-19165,79
