;Ergebnis des Vorvorvorjahres K4/2011;Ergebnis des Vorvorjahres K4/2012;Ansatz des Vorjahres K4/2013;Planung des Haushaltsjahres K4/2014;Planung des Haushaltsjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-107,61;-182,84;-67,56;-34,44;-34,44;-21,72;-21,72;-21,72
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-3660,25;-4606,75;-716,64;-3680,76;-3680,76;-3680,76;-3680,76;-3680,76
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;;;;;;;;
7 + Sonstige ordentliche Erträge;-11670,69;-5474,63;-32000,00;-6500,00;-5500,00;-4500,00;-3500,00;-2500,00
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-15438,55;-10264,22;-32784,20;-10215,20;-9215,20;-8202,48;-7202,48;-6202,48
11 - Personalaufwendungen;658552,69;652034,70;599506,62;379550,64;379295,16;380799,79;383808,90;389075,33
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;22610,87;17594,57;24073,12;18927,52;19233,04;19547,92;19853,68;20168,80
14 - Bilanzielle Abschreibungen;650,73;186,11;73,50;38,40;38,40;25,68;25,68;25,68
15 - Transferaufwendungen;280440,74;348323,50;500000,00;500000,00;500000,00;500000,00;500000,00;500000,00
16 - Sonstige ordentliche Aufwendungen;62838,63;152863,58;67283,00;49836,48;49836,48;49836,48;49836,44;49836,48
17 = Ordentliche Aufwendungen;1025093,66;1171002,46;1190936,24;948353,04;948403,08;950209,87;953524,70;959106,29
18 = Ordentliches Ergebnis (= 10 + 17);1009655,11;1160738,24;1158152,04;938137,84;939187,88;942007,39;946322,22;952903,81
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);1009655,11;1160738,24;1158152,04;938137,84;939187,88;942007,39;946322,22;952903,81
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);1009655,11;1160738,24;1158152,04;938137,84;939187,88;942007,39;946322,22;952903,81
27 + Erträge aus internen Leistungsbeziehungen;;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;130692,45;112235,46;114173,94;62039,86;61788,52;61632,85;61611,63;61827,78
29 = Teilergebnis  (= 26, 27, 28);1140347,56;1272973,70;1272325,98;1000177,70;1000976,40;1003640,24;1007933,85;1014731,59
