;Ergebnis des Vorvorvorjahres K4/2011;Ergebnis des Vorvorjahres K4/2012;Ansatz des Vorjahres K4/2013;Planung des Haushaltsjahres K4/2014;Planung des Haushaltsjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-7597,68;-7869,99;-2069,47;-55,22;-55,23;-55,22;-55,22;-55,24
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-830,00;-895,00;-750,00;-750,00;-750,00;-750,00;-750,00;-750,00
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;-48600,00;-485854,42;-408000,00;-1023800,00;-1023800,00;-1023800,00;-1023800,00;-1023800,00
7 + Sonstige ordentliche Erträge;-2705353,15;-2737101,02;-1360000,00;-1360000,00;-1360000,00;-1360000,00;-1360000,00;-1360000,00
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-2762380,83;-3231720,43;-1770819,47;-2384605,22;-2384605,23;-2384605,22;-2384605,22;-2384605,24
11 - Personalaufwendungen;5463491,83;6091232,78;6232328,98;6460414,76;6455510,53;6484368,04;6526450,09;6612397,18
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;88179,05;71166,58;94751,64;102648,52;105440,36;108283,28;110262,60;112268,00
14 - Bilanzielle Abschreibungen;9611,95;13156,84;3808,84;2420,04;1804,65;1727,03;871,69;871,84
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;1469382,31;1303931,52;162573,20;190137,00;190137,00;190137,00;190137,00;190137,00
17 = Ordentliche Aufwendungen;7030665,14;7479487,72;6493462,66;6755620,32;6752892,54;6784515,35;6827721,38;6915674,02
18 = Ordentliches Ergebnis (= 10 + 17);4268284,31;4247767,29;4722643,19;4371015,10;4368287,31;4399910,13;4443116,16;4531068,78
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);4268284,31;4247767,29;4722643,19;4371015,10;4368287,31;4399910,13;4443116,16;4531068,78
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);4268284,31;4247767,29;4722643,19;4371015,10;4368287,31;4399910,13;4443116,16;4531068,78
27 + Erträge aus internen Leistungsbeziehungen;-6173424,00;-6475452,00;-6494544,00;-4767984,00;-4767984,00;-4767984,00;-4767984,00;-4767984,00
28 - Aufwendungen aus internen Leistungsbeziehungen;1064775,33;1023884,48;1184698,20;903633,24;899332,36;896860,69;895988,03;899351,44
29 = Teilergebnis  (= 26, 27, 28);-840364,36;-1203800,23;-587202,61;506664,34;499635,67;528786,82;571120,19;662436,22
