;Ergebnis des Vorvorvorjahres K4/2011;Ergebnis des Vorvorjahres K4/2012;Ansatz des Vorjahres K4/2013;Planung des Haushaltsjahres K4/2014;Planung des Haushaltsjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;;;;;;;;
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;-1101755,33;-1096409,96;-1078800,00;-1318820,00;-1418820,00;-1418820,00;-1418820,00;-1418820,00
7 + Sonstige ordentliche Erträge;-15513473,14;-13648489,43;-1000000,00;-1600000,00;-1600000,00;-1600000,00;-1600000,00;-1600000,00
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-16615228,47;-14744899,39;-2078800,00;-2918820,00;-3018820,00;-3018820,00;-3018820,00;-3018820,00
11 - Personalaufwendungen;;;;;;;;
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;4793624,06;;;;;;;
14 - Bilanzielle Abschreibungen;;;;;;;;
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;3742523,48;11698632,04;948800,00;988820,00;988820,00;988820,00;988820,00;988820,00
17 = Ordentliche Aufwendungen;8536147,54;11698632,04;948800,00;988820,00;988820,00;988820,00;988820,00;988820,00
18 = Ordentliches Ergebnis (= 10 + 17);-8079080,93;-3046267,35;-1130000,00;-1930000,00;-2030000,00;-2030000,00;-2030000,00;-2030000,00
19 + Finanzerträge;-158807,85;-3742086,26;-113200,00;-103800,00;-95900,00;-88100,00;-80000,00;-71700,00
20 - Zinsen und sonstige Finanzaufwendungen;29861241,28;37173067,46;48000000,00;41500000,00;41500000,00;42572700,00;45392200,00;44132000,00
21 = Finanzergebnis (= 19 + 20);29702433,43;33430981,20;47886800,00;41396200,00;41404100,00;42484600,00;45312200,00;44060300,00
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);21623352,50;30384713,85;46756800,00;39466200,00;39374100,00;40454600,00;43282200,00;42030300,00
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);21623352,50;30384713,85;46756800,00;39466200,00;39374100,00;40454600,00;43282200,00;42030300,00
27 + Erträge aus internen Leistungsbeziehungen;;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;;;;;;;;
29 = Teilergebnis  (= 26, 27, 28);21623352,50;30384713,85;46756800,00;39466200,00;39374100,00;40454600,00;43282200,00;42030300,00
