;Ergebnis des Vorvorvorjahres K4/2011;Ergebnis des Vorvorjahres K4/2012;Ansatz des Vorjahres K4/2013;Planung des Haushaltsjahres K4/2014;Planung des Haushaltsjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-73,95;-181,14;-88,75;-440,97;-440,91;-329,29;-95,71;-88,75
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;-206,40;-137,70;;;;;;
6 + Kostenerstattungen und Kostenumlagen;-625508,13;-391237,08;-290000,00;-320000,00;-320000,00;-320000,00;-320000,00;-320000,00
7 + Sonstige ordentliche Erträge;-33231,33;-31650,15;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-659019,81;-423206,07;-290088,75;-320440,97;-320440,91;-320329,29;-320095,71;-320088,75
11 - Personalaufwendungen;622522,13;710975,22;589299,86;541974,33;532556,05;528804,71;526798,17;532150,00
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;14691,35;12298,91;18433,56;15699,96;16100,00;16500,04;16779,96;17060,00
14 - Bilanzielle Abschreibungen;2388,05;2468,51;135,51;467,97;467,91;356,29;122,71;115,75
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;329342,68;310238,09;123655,92;124079,96;124079,96;124079,96;124080,00;124079,88
17 = Ordentliche Aufwendungen;968944,21;1035980,73;731524,85;682222,22;673203,92;669741,00;667780,84;673405,63
18 = Ordentliches Ergebnis (= 10 + 17);309924,40;612774,66;441436,10;361781,25;352763,01;349411,71;347685,13;353316,88
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);309924,40;612774,66;441436,10;361781,25;352763,01;349411,71;347685,13;353316,88
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);309924,40;612774,66;441436,10;361781,25;352763,01;349411,71;347685,13;353316,88
27 + Erträge aus internen Leistungsbeziehungen;-368719,92;-368719,92;-367949,88;-337092,00;-337092,00;-337092,00;-337092,00;-337092,00
28 - Aufwendungen aus internen Leistungsbeziehungen;68593,90;89747,59;78105,59;98624,94;97808,93;97299,89;96959,35;97156,78
29 = Teilergebnis  (= 26, 27, 28);9798,38;333802,33;151591,81;123314,19;113479,94;109619,60;107552,48;113381,66
