;Ergebnis des Vorvorvorjahres K4/2011;Ergebnis des Vorvorjahres K4/2012;Ansatz des Vorjahres K4/2013;Planung des Haushaltsjahres K4/2014;Planung des Haushaltsjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-49027,00;-49132,79;-49127,00;-49233,44;-49233,45;-49233,44;-49233,45;-49233,44
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-244771,70;-137230,56;-221000,00;-100000,00;-100000,00;-100000,00;-100000,00;-100000,00
5 + Privatrechtliche Leistungsentgelte;-888,27;-609,84;-4000,00;-1000,00;-1000,00;-1000,00;-1000,00;-1000,00
6 + Kostenerstattungen und Kostenumlagen;;;;;;;;
7 + Sonstige ordentliche Erträge;;-87,51;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-294686,97;-187060,70;-274127,00;-150233,44;-150233,45;-150233,44;-150233,45;-150233,44
11 - Personalaufwendungen;698405,16;683415,38;632507,47;432718,40;437124,26;442470,42;447783,72;454342,02
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;50369,16;34031,56;57977,16;43306,56;43924,92;44567,28;45009,00;45458,76
14 - Bilanzielle Abschreibungen;1916,13;2001,47;110,07;202,76;202,77;202,76;202,77;202,76
15 - Transferaufwendungen;208150,00;177450,00;177450,00;177450,00;177450,00;177450,00;177450,00;177450,00
16 - Sonstige ordentliche Aufwendungen;63762,69;49408,64;64675,99;51549,45;51549,45;51549,45;51549,45;51549,45
17 = Ordentliche Aufwendungen;1022603,14;946307,05;932720,69;705227,17;710251,40;716239,91;721994,94;729002,99
18 = Ordentliches Ergebnis (= 10 + 17);727916,17;759246,35;658593,69;554993,73;560017,95;566006,47;571761,49;578769,55
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);727916,17;759246,35;658593,69;554993,73;560017,95;566006,47;571761,49;578769,55
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);727916,17;759246,35;658593,69;554993,73;560017,95;566006,47;571761,49;578769,55
27 + Erträge aus internen Leistungsbeziehungen;;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;122432,76;102981,83;100275,94;70468,14;70420,14;70423,60;70483,73;70757,36
29 = Teilergebnis  (= 26, 27, 28);850348,93;862228,18;758869,63;625461,87;630438,09;636430,07;642245,22;649526,91
