;Ergebnis des Vorvorvorjahres K4/2011;Ergebnis des Vorvorjahres K4/2012;Ansatz des Vorjahres K4/2013;Planung des Haushaltsjahres K4/2014;Planung des Haushaltsjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-9938877,95;-15088822,06;-11658305,28;-13649324,08;-13942600,34;-15611075,46;-15230966,91;-15376151,43
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-2429672,39;-1978424,91;-1756000,00;-2050000,00;-2133000,00;-2133000,00;-2214000,00;-2257000,00
5 + Privatrechtliche Leistungsentgelte;-1017604,58;-1230594,83;-1320000,00;-1445000,00;-1494000,00;-1494000,00;-1562000,00;-1599000,00
6 + Kostenerstattungen und Kostenumlagen;-350,00;-292179,00;;;;;;
7 + Sonstige ordentliche Erträge;-268250,27;-298348,51;-530,35;-701,75;-572,47;-527,47;-191,16;-153,67
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-13654755,19;-18888369,31;-14734835,63;-17145025,83;-17570172,81;-19238602,93;-19007158,07;-19232305,10
11 - Personalaufwendungen;26274540,04;27640507,26;28892189,02;32769599,96;34311344,23;35654336,60;36444478,38;37653920,10
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;4540425,72;4234822,43;4958244,96;4588766,00;4843913,96;5050013,96;5206305,08;5434691,04
14 - Bilanzielle Abschreibungen;118916,43;144753,97;77637,99;104359,32;100180,40;92281,49;79344,44;67225,07
15 - Transferaufwendungen;709500,00;4187608,00;1000000,00;1844100,00;2052000,00;3153600,00;2421200,00;2194400,00
16 - Sonstige ordentliche Aufwendungen;5289502,92;5284178,16;5241260,00;5267380,00;5249380,00;5336480,00;5379780,04;5461580,00
17 = Ordentliche Aufwendungen;36932885,11;41491869,82;40169331,97;44574205,28;46556818,59;49286712,05;49531107,94;50811816,21
18 = Ordentliches Ergebnis (= 10 + 17);23278129,92;22603500,51;25434496,34;27429179,45;28986645,78;30048109,12;30523949,87;31579511,11
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);23278129,92;22603500,51;25434496,34;27429179,45;28986645,78;30048109,12;30523949,87;31579511,11
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);23278129,92;22603500,51;25434496,34;27429179,45;28986645,78;30048109,12;30523949,87;31579511,11
27 + Erträge aus internen Leistungsbeziehungen;;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;3072316,86;3157423,06;2883934,19;2785610,20;2853369,56;2907118,86;2935386,90;3000570,73
29 = Teilergebnis  (= 26, 27, 28);26350446,78;25760923,57;28318430,53;30214789,65;31840015,34;32955227,98;33459336,77;34580081,84
