;"Ergebnis des Vorvorvorjahres K4/2011";"Ergebnis des Vorvorjahres K4/2012";"Ansatz des Vorjahres K4/2013";"Planung des Haushaltsjahres K4/2014";"Planung des Haushaltsjahres K4/2015";"Planung des Haushaltsjahres K4/2016";"Planung des Haushaltsjahres K4/2017";"Planung des Haushaltsjahres K4/2018"
"1 + Steuern und ähnliche Abgaben";"";"";"";"";"";"";"";""
"2 + Zuwendungen und allgemeine Umlagen";"";"";"";"";"";"";"";""
"3 + Sonstige Transfererträge";"";"";"";"";"";"";"";""
"4 + Öffentlich-rechtliche Leistungsentgelte";"";"";"";"";"";"";"";""
"5 + Privatrechtliche Leistungsentgelte";"";"";"";"";"";"";"";""
"6 + Kostenerstattungen und Kostenumlagen";"";"";"";"";"";"";"";""
"7 + Sonstige ordentliche Erträge";"";"";"";"";"";"";"";""
"8 + Aktivierte Eigenleistungen";"";"";"";"";"";"";"";""
"9 +/- Bestandsveränderungen";"";"";"";"";"";"";"";""
"10 = Ordentliche Erträge";"";"";"";"";"";"";"";""
"11 - Personalaufwendungen";"";"";"";"";"";"";"";""
"12 - Versorgungsaufwendungen";"";"";"";"";"";"";"";""
"13 - Aufwendungen für Sach- und Dienstleistungen";"120.000,00 EUR";"120.000,00 EUR";"120.000,00 EUR";"120.000,00 EUR";"120.000,00 EUR";"120.000,00 EUR";"121.200,00 EUR";"122.400,00 EUR"
"14 - Bilanzielle Abschreibungen";"";"";"";"";"";"";"";""
"15 - Transferaufwendungen";"";"";"";"";"";"";"";""
"16 - Sonstige ordentliche Aufwendungen";"";"";"";"";"";"";"";""
"17 = Ordentliche Aufwendungen";"120.000,00 EUR";"120.000,00 EUR";"120.000,00 EUR";"120.000,00 EUR";"120.000,00 EUR";"120.000,00 EUR";"121.200,00 EUR";"122.400,00 EUR"
"18 = Ordentliches Ergebnis (= 10 + 17)";"120.000,00 EUR";"120.000,00 EUR";"120.000,00 EUR";"120.000,00 EUR";"120.000,00 EUR";"120.000,00 EUR";"121.200,00 EUR";"122.400,00 EUR"
"19 + Finanzerträge";"-2.837.133,21 EUR";"-3.300.000,00 EUR";"-3.200.000,00 EUR";"-3.300.000,00 EUR";"-3.500.000,00 EUR";"-3.700.000,00 EUR";"-3.700.000,00 EUR";"-3.800.000,00 EUR"
"20 - Zinsen und sonstige Finanzaufwendungen";"";"";"";"";"";"";"";""
"21 = Finanzergebnis (= 19 + 20)";"-2.837.133,21 EUR";"-3.300.000,00 EUR";"-3.200.000,00 EUR";"-3.300.000,00 EUR";"-3.500.000,00 EUR";"-3.700.000,00 EUR";"-3.700.000,00 EUR";"-3.800.000,00 EUR"
"22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21)";"-2.717.133,21 EUR";"-3.180.000,00 EUR";"-3.080.000,00 EUR";"-3.180.000,00 EUR";"-3.380.000,00 EUR";"-3.580.000,00 EUR";"-3.578.800,00 EUR";"-3.677.600,00 EUR"
"23 + Außerordentliche Erträge";"";"";"";"";"";"";"";""
"24 - Außerordentliche Aufwendungen";"";"";"";"";"";"";"";""
"25 = Außerordentliches Ergebnis (= 23 + 24)";"";"";"";"";"";"";"";""
"26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25)";"-2.717.133,21 EUR";"-3.180.000,00 EUR";"-3.080.000,00 EUR";"-3.180.000,00 EUR";"-3.380.000,00 EUR";"-3.580.000,00 EUR";"-3.578.800,00 EUR";"-3.677.600,00 EUR"
"27 + Erträge aus internen Leistungsbeziehungen";"";"";"";"";"";"";"";""
"28 - Aufwendungen aus internen Leistungsbeziehungen";"";"";"";"";"";"";"";""
"29 = Teilergebnis  (= 26, 27, 28)";"-2.717.133,21 EUR";"-3.180.000,00 EUR";"-3.080.000,00 EUR";"-3.180.000,00 EUR";"-3.380.000,00 EUR";"-3.580.000,00 EUR";"-3.578.800,00 EUR";"-3.677.600,00 EUR"
