;Ergebnis des Vorvorvorjahres K4/2011;Ergebnis des Vorvorjahres K4/2012;Ansatz des Vorjahres K4/2013;Planung des Haushaltsjahres K4/2014;Planung des Haushaltsjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-7245,27;-9658,11;-7233,47;-12677,36;-12345,11;-11935,65;-8364,13;-5639,09
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-159328,09;-123338,05;-185000,00;-170000,00;-170000,00;-170000,00;-170000,00;-170000,00
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;-164230,55;-134204,92;-260000,00;-175000,00;-175000,00;-175000,00;-175000,00;-175000,00
7 + Sonstige ordentliche Erträge;;-1676,24;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-330803,91;-268877,32;-452233,47;-357677,36;-357345,11;-356935,65;-353364,13;-350639,09
11 - Personalaufwendungen;2239584,97;2212363,25;1962334,75;1339613,98;1336356,68;1340340,32;1348845,43;1366691,47
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;146703,00;83784,74;132247,80;116343,84;117086,16;117844,80;118366,80;118896,96
14 - Bilanzielle Abschreibungen;53602,00;37971,07;22650,21;22660,74;17706,76;16648,41;13009,33;8969,46
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;65007,65;70270,76;70238,87;45947,06;45947,06;45947,06;45946,98;45946,94
17 = Ordentliche Aufwendungen;2504897,62;2404389,82;2187471,63;1524565,62;1517096,66;1520780,59;1526168,54;1540504,83
18 = Ordentliches Ergebnis (= 10 + 17);2174093,71;2135512,50;1735238,16;1166888,26;1159751,55;1163844,94;1172804,41;1189865,74
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);2174093,71;2135512,50;1735238,16;1166888,26;1159751,55;1163844,94;1172804,41;1189865,74
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);2174093,71;2135512,50;1735238,16;1166888,26;1159751,55;1163844,94;1172804,41;1189865,74
27 + Erträge aus internen Leistungsbeziehungen;-1218721,02;-680457,08;-715704,00;-200000,16;-200000,16;-200000,16;-200000,16;-200000,16
28 - Aufwendungen aus internen Leistungsbeziehungen;333543,24;309153,68;272320,19;147195,18;146136,98;145474,26;145245,56;145935,91
29 = Teilergebnis  (= 26, 27, 28);1288915,93;1764209,10;1291854,35;1114083,28;1105888,37;1109319,04;1118049,81;1135801,49
