;Ergebnis des Vorvorvorjahres K4/2011;Ergebnis des Vorvorjahres K4/2012;Ansatz des Vorjahres K4/2013;Planung des Haushaltsjahres K4/2014;Planung des Haushaltsjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-7060370,06;-7109169,56;-7509477,57;-7069321,61;-7063751,33;-7057947,41;-3981209,79;-3979201,08
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-3931737,02;-3935590,81;-3991093,55;-3992501,19;-3992545,44;-3992549,72;-2886017,62;-2885944,69
5 + Privatrechtliche Leistungsentgelte;-7461,96;-9540,86;-32800,00;-32800,00;-32800,00;-32800,00;-32800,00;-32800,00
6 + Kostenerstattungen und Kostenumlagen;-2300683,53;-65622,05;-296950,00;-295450,00;-295450,00;-295450,00;-295450,00;-295450,00
7 + Sonstige ordentliche Erträge;-1324623,38;-264493,44;-3150,00;-3150,00;-3150,00;-3150,00;-3150,00;-3150,00
8 + Aktivierte Eigenleistungen;-70455,34;-216692,12;-6558,96;-144229,56;-125858,28;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-14695331,29;-11601108,84;-11840030,08;-11537452,36;-11513555,05;-11381897,13;-7198627,41;-7196545,77
11 - Personalaufwendungen;5023945,37;5203855,75;5165364,35;5179896,86;5251902,49;5326594,72;5408271,65;5493343,75
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;18638930,58;18815690,09;18591144,12;18489821,76;18320516,56;18324777,00;18337702,08;18350687,52
14 - Bilanzielle Abschreibungen;22081450,42;22782285,26;22725209,51;22741170,49;22709755,17;22671815,94;17404001,92;12888312,41
15 - Transferaufwendungen;;6537,00;;;;;;
16 - Sonstige ordentliche Aufwendungen;3329561,95;6235550,89;1954187,44;1905300,32;1905300,32;1905300,32;1905300,48;1905300,32
17 = Ordentliche Aufwendungen;49073888,32;53043918,99;48435905,42;48316189,43;48187474,54;48228487,98;43055276,13;38637644,00
18 = Ordentliches Ergebnis (= 10 + 17);34378557,03;41442810,15;36595875,34;36778737,07;36673919,49;36846590,85;35856648,72;31441098,23
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;13682,73;585,00;3100,00;3100,00;3100,00;3100,00;3100,00;3100,00
21 = Finanzergebnis (= 19 + 20);13682,73;585,00;3100,00;3100,00;3100,00;3100,00;3100,00;3100,00
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);34392239,76;41443395,15;36598975,34;36781837,07;36677019,49;36849690,85;35859748,72;31444198,23
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);34392239,76;41443395,15;36598975,34;36781837,07;36677019,49;36849690,85;35859748,72;31444198,23
27 + Erträge aus internen Leistungsbeziehungen;-3488,69;;-2000,00;-2000,00;-2000,00;-2000,00;-2000,00;-2000,00
28 - Aufwendungen aus internen Leistungsbeziehungen;7307294,61;7067423,11;6867216,90;3793272,35;3770459,25;3759818,41;3753520,04;3754776,98
29 = Teilergebnis  (= 26, 27, 28);41696045,68;48510818,26;43464192,24;40573109,42;40445478,74;40607509,26;39611268,76;35196975,21
