;Ergebnis des Vorvorvorjahres K4/2011;Ergebnis des Vorvorjahres K4/2012;Ansatz des Vorjahres K4/2013;Planung des Haushaltsjahres K4/2014;Planung des Haushaltsjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-49,26;-407,16;-50,88;-2096,28;-2095,20;-2051,16;-1245,24;-34,08
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-84642,06;-100678,51;-110000,00;-120000,00;-120000,00;-120000,00;-120000,00;-120000,00
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;;;;;;;;
7 + Sonstige ordentliche Erträge;;-190,14;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-84691,32;-101275,81;-110050,88;-122096,28;-122095,20;-122051,16;-121245,24;-120034,08
11 - Personalaufwendungen;523439,59;588281,62;531652,73;545661,20;548964,72;553269,04;560792,12;569515,96
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;19498,99;19119,45;33560,24;24607,40;24823,52;25044,56;25196,56;25350,92
14 - Bilanzielle Abschreibungen;567,31;971,86;204,66;2172,36;2166,60;2122,56;1316,88;93,72
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;51013,40;49869,33;65374,49;65475,05;65475,05;65475,05;65475,05;65475,05
17 = Ordentliche Aufwendungen;594519,29;658242,26;630792,12;637916,01;641429,89;645911,21;652780,61;660435,65
18 = Ordentliches Ergebnis (= 10 + 17);509827,97;556966,45;520741,24;515819,73;519334,69;523860,05;531535,37;540401,57
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);509827,97;556966,45;520741,24;515819,73;519334,69;523860,05;531535,37;540401,57
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);509827,97;556966,45;520741,24;515819,73;519334,69;523860,05;531535,37;540401,57
27 + Erträge aus internen Leistungsbeziehungen;-2689,66;-1478,71;-31164,00;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;74311,54;77733,32;68846,83;61453,63;61268,93;61140,76;61254,60;61606,71
29 = Teilergebnis  (= 26, 27, 28);581449,85;633221,06;558424,07;577273,36;580603,62;585000,81;592789,97;602008,28
