;Ergebnis des Vorvorvorjahres K4/2011;Ergebnis des Vorvorjahres K4/2012;Ansatz des Vorjahres K4/2013;Planung des Haushaltsjahres K4/2014;Planung des Haushaltsjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-276554,18;-421832,78;-131194,92;-388453,29;-336166,66;-179075,91;-64058,20;-124,20
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;;-17,65;;;;;;
6 + Kostenerstattungen und Kostenumlagen;-68099,40;-318072,07;-503526,00;-503550,00;-503550,00;-503550,00;-503550,00;-503550,00
7 + Sonstige ordentliche Erträge;-1068,61;-169228,60;-449,48;-215,43;-215,41;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-345722,19;-909151,10;-635170,40;-892218,72;-839932,07;-682625,91;-567608,20;-503674,20
11 - Personalaufwendungen;2262359,67;2337829,40;2229088,77;2093944,92;2129791,33;2166084,16;2199638,80;2233944,81
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;279877,68;156342,54;320913,36;286497,84;287494,00;288527,08;290565,00;292565,16
14 - Bilanzielle Abschreibungen;618558,45;678355,84;361023,67;466133,01;410952,47;189916,31;64069,60;135,60
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;165862,33;161893,87;156940,08;86848,04;86848,04;86848,04;86848,00;86848,00
17 = Ordentliche Aufwendungen;3326658,13;3334421,65;3067965,88;2933423,81;2915085,84;2731375,59;2641121,40;2613493,57
18 = Ordentliches Ergebnis (= 10 + 17);2980935,94;2425270,55;2432795,48;2041205,09;2075153,77;2048749,68;2073513,20;2109819,37
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);2980935,94;2425270,55;2432795,48;2041205,09;2075153,77;2048749,68;2073513,20;2109819,37
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);2980935,94;2425270,55;2432795,48;2041205,09;2075153,77;2048749,68;2073513,20;2109819,37
27 + Erträge aus internen Leistungsbeziehungen;-2343120,00;-2288208,00;-2279472,00;-2197800,00;-2197800,00;-2197800,00;-2197800,00;-2197800,00
28 - Aufwendungen aus internen Leistungsbeziehungen;200614,44;200028,11;177694,26;155739,41;156097,09;156477,87;157110,76;158537,45
29 = Teilergebnis  (= 26, 27, 28);838430,38;337090,66;331017,74;-855,50;33450,86;7427,55;32823,96;70556,82
