;Ergebnis des Vorvorvorjahres K4/2011;Ergebnis des Vorvorjahres K4/2012;Ansatz des Vorjahres K4/2013;Planung des Haushaltsjahres K4/2014;Planung des Haushaltsjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-851,46;-1164,50;-358,29;-1481,01;-1252,02;-1252,00;-1252,01;-1252,00
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;-57969,63;-88569,07;-96800,00;-82600,00;-82600,00;-82600,00;-82600,00;-82600,00
6 + Kostenerstattungen und Kostenumlagen;;;;;;;;
7 + Sonstige ordentliche Erträge;-6,60;-19879,74;-6,48;-6,48;-6,48;-6,48;-2,76;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-58827,69;-109613,31;-97164,77;-84087,49;-83858,50;-83858,48;-83854,77;-83852,00
11 - Personalaufwendungen;169832,89;188764,26;61519,61;47051,44;47753,08;48473,44;49213,44;49978,80
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;274658,46;210735,57;211392,20;227809,04;234194,40;240729,88;245267,00;249907,48
14 - Bilanzielle Abschreibungen;8619,36;3779,82;3280,69;3558,46;3026,78;2403,64;2214,48;2128,96
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;294554,24;234245,93;219780,88;220235,37;220235,37;220235,37;220235,37;220235,37
17 = Ordentliche Aufwendungen;747664,95;637525,58;495973,38;498654,31;505209,63;511842,33;516930,29;522250,61
18 = Ordentliches Ergebnis (= 10 + 17);688837,26;527912,27;398808,61;414566,82;421351,13;427983,85;433075,52;438398,61
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);688837,26;527912,27;398808,61;414566,82;421351,13;427983,85;433075,52;438398,61
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);688837,26;527912,27;398808,61;414566,82;421351,13;427983,85;433075,52;438398,61
27 + Erträge aus internen Leistungsbeziehungen;;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;51755,54;23830,07;25064,43;21963,74;22149,51;22340,33;22468,99;22692,82
29 = Teilergebnis  (= 26, 27, 28);740592,80;551742,34;423873,04;436530,56;443500,64;450324,18;455544,51;461091,43
