;Ergebnis des Vorvorvorjahres K4/2011;Ergebnis des Vorvorjahres K4/2012;Ansatz des Vorjahres K4/2013;Planung des Haushaltsjahres K4/2014;Planung des Haushaltsjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-93881,93;-94004,24;-93855,63;;;;;
3 + Sonstige Transfererträge;-26257,10;-47343,07;-8000,00;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-2770,25;-4156,75;-416,64;;;;;
5 + Privatrechtliche Leistungsentgelte;;-1,76;;;;;;
6 + Kostenerstattungen und Kostenumlagen;-1089335,70;-1051144,04;-828624,12;;;;;
7 + Sonstige ordentliche Erträge;-285727,29;-898493,25;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-1497972,27;-2095143,11;-930896,39;;;;;
11 - Personalaufwendungen;341781,90;414112,59;312449,74;;;;;
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;6133086,91;5763714,29;7605452,32;;;;;
14 - Bilanzielle Abschreibungen;236,12;186,77;39,75;;;;;
15 - Transferaufwendungen;2864491,30;3058475,76;2881602,09;;;;;
16 - Sonstige ordentliche Aufwendungen;34349,68;1029730,38;33586,25;;;;;
17 = Ordentliche Aufwendungen;9373945,91;10266219,79;10833130,15;;;;;
18 = Ordentliches Ergebnis (= 10 + 17);7875973,64;8171076,68;9902233,76;;;;;
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);7875973,64;8171076,68;9902233,76;;;;;
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);7875973,64;8171076,68;9902233,76;;;;;
27 + Erträge aus internen Leistungsbeziehungen;;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;411442,60;525686,48;443882,61;;;;;
29 = Teilergebnis  (= 26, 27, 28);8287416,24;8696763,16;10346116,37;;;;;
