;Ergebnis des Vorvorvorjahres K4/2011;Ergebnis des Vorvorjahres K4/2012;Ansatz des Vorjahres K4/2013;Planung des Haushaltsjahres K4/2014;Planung des Haushaltsjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-25,08;-3,59;-25,08;;;;;
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;-59742,96;-75552,27;-51318,32;-51323,84;-51323,84;-51323,84;-51323,96;-51323,96
6 + Kostenerstattungen und Kostenumlagen;;;;;;;;
7 + Sonstige ordentliche Erträge;;;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-59768,04;-75555,86;-51343,40;-51323,84;-51323,84;-51323,84;-51323,96;-51323,96
11 - Personalaufwendungen;131550,58;107720,76;175397,40;;;;;
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;8938,81;8303,04;8750,76;8500,44;8767,44;9042,36;9230,28;9422,16
14 - Bilanzielle Abschreibungen;30,83;4,40;30,84;;;;;
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;14075,76;16964,31;16927,04;17546,24;17546,24;17546,24;17546,36;17546,36
17 = Ordentliche Aufwendungen;154595,98;132992,51;201106,04;26046,68;26313,68;26588,60;26776,64;26968,52
18 = Ordentliches Ergebnis (= 10 + 17);94827,94;57436,65;149762,64;-25277,16;-25010,16;-24735,24;-24547,32;-24355,44
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);94827,94;57436,65;149762,64;-25277,16;-25010,16;-24735,24;-24547,32;-24355,44
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);94827,94;57436,65;149762,64;-25277,16;-25010,16;-24735,24;-24547,32;-24355,44
27 + Erträge aus internen Leistungsbeziehungen;;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;8266,30;11071,21;9185,99;438,90;447,06;455,81;460,74;468,55
29 = Teilergebnis  (= 26, 27, 28);103094,24;68507,86;158948,63;-24838,26;-24563,10;-24279,43;-24086,58;-23886,89
