;Ergebnis des Vorvorvorjahres K4/2011;Ergebnis des Vorvorjahres K4/2012;Ansatz des Vorjahres K4/2013;Planung des Haushaltsjahres K4/2014;Planung des Haushaltsjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-7,21;-658,92;-7,20;-698,64;-697,68;-659,76;-307,70;-287,65
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;-349552,91;-358220,58;-350000,00;-350000,00;-350000,00;-350000,00;-350000,00;-350000,00
6 + Kostenerstattungen und Kostenumlagen;;;;;;;;
7 + Sonstige ordentliche Erträge;-8,85;-1957,79;-0,60;-0,60;-0,60;-0,60;-0,60;-0,60
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-349568,97;-360837,29;-350007,80;-350699,24;-350698,28;-350660,36;-350308,30;-350288,25
11 - Personalaufwendungen;406100,24;412703,17;316898,66;378377,28;378819,22;381313,25;383349,61;388092,81
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;454839,13;422516,98;441265,80;442651,36;444398,92;446201,32;447434,44;448697,80
14 - Bilanzielle Abschreibungen;7546,88;6049,89;4497,32;3429,65;3020,48;2316,23;1731,00;1610,76
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;225979,83;234881,48;218413,77;221884,83;225763,71;229642,71;233521,71;233521,71
17 = Ordentliche Aufwendungen;1094466,08;1076151,52;981075,55;1046343,12;1052002,33;1059473,51;1066036,76;1071923,08
18 = Ordentliches Ergebnis (= 10 + 17);744897,11;715314,23;631067,75;695643,88;701304,05;708813,15;715728,46;721634,83
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);744897,11;715314,23;631067,75;695643,88;701304,05;708813,15;715728,46;721634,83
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);744897,11;715314,23;631067,75;695643,88;701304,05;708813,15;715728,46;721634,83
27 + Erträge aus internen Leistungsbeziehungen;;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;90341,91;72403,57;46754,77;60777,91;60365,09;60071,06;59848,43;60021,15
29 = Teilergebnis  (= 26, 27, 28);835239,02;787717,80;677822,52;756421,79;761669,14;768884,21;775576,89;781655,98
