;Ergebnis des Vorvorvorjahres K4/2011;Ergebnis des Vorvorjahres K4/2012;Ansatz des Vorjahres K4/2013;Planung des Haushaltsjahres K4/2014;Planung des Haushaltsjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;;;;-6,00;-6,00;-3,48;-3,48;-3,48
3 + Sonstige Transfererträge;;;;-10000,00;-10000,00;-10000,00;-10000,00;-10000,00
4 + Öffentlich-rechtliche Leistungsentgelte;;;;-3230,88;-3230,88;-3230,88;-3230,88;-3230,88
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;;;;;;;;
7 + Sonstige ordentliche Erträge;;;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;;;;-13236,88;-13236,88;-13234,36;-13234,36;-13234,36
11 - Personalaufwendungen;;;;64127,95;64088,75;64344,66;64855,63;65746,83
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;;;;1721,20;1772,92;1826,08;1877,76;1930,88
14 - Bilanzielle Abschreibungen;;;;6,84;6,84;4,32;4,32;4,32
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;;;;6923,00;6923,00;6923,00;6923,00;6923,00
17 = Ordentliche Aufwendungen;;;;72778,99;72791,51;73098,06;73660,71;74605,03
18 = Ordentliches Ergebnis (= 10 + 17);;;;59542,11;59554,63;59863,70;60426,35;61370,67
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);;;;59542,11;59554,63;59863,70;60426,35;61370,67
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);;;;59542,11;59554,63;59863,70;60426,35;61370,67
27 + Erträge aus internen Leistungsbeziehungen;;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;;;;11242,33;11200,57;11175,79;11172,95;11209,56
29 = Teilergebnis  (= 26, 27, 28);;;;70784,44;70755,20;71039,49;71599,30;72580,23
