;Ergebnis des Vorvorvorjahres K4/2011;Ergebnis des Vorvorjahres K4/2012;Ansatz des Vorjahres K4/2013;Planung des Haushaltsjahres K4/2014;Planung des Haushaltsjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;;;;-90,24;-90,24;-24,03;-24,03;-24,03
3 + Sonstige Transfererträge;;;;-471000,00;-471000,00;-471000,00;-471000,00;-471000,00
4 + Öffentlich-rechtliche Leistungsentgelte;;;;-6230,76;-6230,76;-6230,76;-6230,76;-6230,76
5 + Privatrechtliche Leistungsentgelte;;;;-249,96;-249,96;-249,96;-249,96;-249,96
6 + Kostenerstattungen und Kostenumlagen;;;;-3911176,84;-4011192,72;-4113993,48;-4160682,60;-4266608,60
7 + Sonstige ordentliche Erträge;;;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;;;;-4388747,80;-4488763,68;-4591498,23;-4638187,35;-4744113,35
11 - Personalaufwendungen;;;;2507665,52;2457352,71;2434562,94;2423033,46;2447166,71
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;;;;91911,44;93583,56;95304,20;96977,92;98699,76
14 - Bilanzielle Abschreibungen;;;;1080,41;1080,37;1014,33;1014,30;219,76
15 - Transferaufwendungen;;;;41186328,00;43264005,00;45295720,00;47365228,00;49467221,00
16 - Sonstige ordentliche Aufwendungen;;;;226093,68;226093,68;226093,68;226094,00;226093,76
17 = Ordentliche Aufwendungen;;;;44013079,05;46042115,32;48052695,15;50112347,68;52239400,99
18 = Ordentliches Ergebnis (= 10 + 17);;;;39624331,25;41553351,64;43461196,92;45474160,33;47495287,64
19 + Finanzerträge;;;;-74,96;-74,96;-74,96;-74,96;-74,96
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;-74,96;-74,96;-74,96;-74,96;-74,96
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);;;;39624256,29;41553276,68;43461121,96;45474085,37;47495212,68
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);;;;39624256,29;41553276,68;43461121,96;45474085,37;47495212,68
27 + Erträge aus internen Leistungsbeziehungen;;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;;;;345627,91;341486,67;338843,50;337172,97;338075,02
29 = Teilergebnis  (= 26, 27, 28);;;;39969884,20;41894763,35;43799965,46;45811258,34;47833287,70
