;Ergebnis des Vorvorvorjahres K4/2011;Ergebnis des Vorvorjahres K4/2012;Ansatz des Vorjahres K4/2013;Planung des Haushaltsjahres K4/2014;Planung des Haushaltsjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-367351,01;-405752,88;-294760,38;-286340,12;-285910,64;-285560,52;-285269,32;-284216,77
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;-2858222,36;-2544818,94;-3303500,00;-3503500,00;-3503500,00;-3753500,00;-3753500,00;-3753500,00
6 + Kostenerstattungen und Kostenumlagen;;-211,68;;;;;;
7 + Sonstige ordentliche Erträge;-45683,64;-66480,69;-27812,37;-40854,03;-40854,03;-39462,37;-39184,04;-37931,53
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-3271257,01;-3017264,19;-3626072,75;-3830694,15;-3830264,67;-4078522,89;-4077953,36;-4075648,30
11 - Personalaufwendungen;4126612,27;4123676,71;4073730,66;4073390,84;4148857,44;4224639,09;4290275,52;4356819,88
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;3428749,79;3486926,16;3494000,00;3547250,00;3661500,00;3701700,00;3731500,00;3761500,00
14 - Bilanzielle Abschreibungen;1254494,65;1220807,84;1242376,92;1245755,14;1144493,78;1121646,84;1101250,15;1077476,74
15 - Transferaufwendungen;8785,66;6118,95;13000,00;16000,00;17000,00;17000,00;17000,00;17000,00
16 - Sonstige ordentliche Aufwendungen;60301,60;67586,04;63145,00;67040,00;67040,00;67040,00;67040,00;67040,00
17 = Ordentliche Aufwendungen;8878943,97;8905115,70;8886252,58;8949435,98;9038891,22;9132025,93;9207065,67;9279836,62
18 = Ordentliches Ergebnis (= 10 + 17);5607686,96;5887851,51;5260179,83;5118741,83;5208626,55;5053503,04;5129112,31;5204188,32
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);5607686,96;5887851,51;5260179,83;5118741,83;5208626,55;5053503,04;5129112,31;5204188,32
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);5607686,96;5887851,51;5260179,83;5118741,83;5208626,55;5053503,04;5129112,31;5204188,32
27 + Erträge aus internen Leistungsbeziehungen;;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;641095,55;668622,62;617365,66;575262,06;580067,58;581065,87;582136,08;585715,86
29 = Teilergebnis  (= 26, 27, 28);6248782,51;6556474,13;5877545,49;5694003,89;5788694,13;5634568,91;5711248,39;5789904,18
