;Ergebnis des Vorvorvorjahres K4/2011;Ergebnis des Vorvorjahres K4/2012;Ansatz des Vorjahres K4/2013;Planung des Haushaltsjahres K4/2014;Planung des Haushaltsjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-2632,53;-2706,79;-2812,52;-2648,28;-2041,80;-187,56;-125,16;
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;-1256,45;-349,69;-3000,00;-1000,00;-1000,00;-1000,00;-1000,00;-1000,00
6 + Kostenerstattungen und Kostenumlagen;-159560,31;-175438,85;-136917,84;-160241,81;-160442,92;-160618,45;-160741,22;-160803,38
7 + Sonstige ordentliche Erträge;;-372,32;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-163449,29;-178867,65;-142730,36;-163890,09;-163484,72;-161806,01;-161866,38;-161803,38
11 - Personalaufwendungen;505557,37;528265,90;380310,71;394749,12;400038,96;406019,88;411095,96;417120,08
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;19112,35;17868,95;28477,64;20390,20;20731,36;21081,88;21321,64;21570,64
14 - Bilanzielle Abschreibungen;5104,15;3446,72;3208,74;3043,65;2381,11;268,93;206,54;81,36
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;23774,85;26139,98;26568,36;20303,04;20303,04;20303,04;20303,04;20303,04
17 = Ordentliche Aufwendungen;553548,72;575721,55;438565,45;438486,01;443454,47;447673,73;452927,18;459075,12
18 = Ordentliches Ergebnis (= 10 + 17);390099,43;396853,90;295835,09;274595,92;279969,75;285867,72;291060,80;297271,74
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);390099,43;396853,90;295835,09;274595,92;279969,75;285867,72;291060,80;297271,74
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);390099,43;396853,90;295835,09;274595,92;279969,75;285867,72;291060,80;297271,74
27 + Erträge aus internen Leistungsbeziehungen;-459993,16;-478439,60;-371901,97;-326322,45;-331295,26;-336755,56;-341567,25;-347327,32
28 - Aufwendungen aus internen Leistungsbeziehungen;107190,60;98998,97;106221,00;78184,43;78186,59;78191,76;78199,92;78217,08
29 = Teilergebnis  (= 26, 27, 28);37296,87;17413,27;30154,12;26457,90;26861,08;27303,92;27693,47;28161,50
