;Ergebnis des Vorvorvorjahres K4/2011;Ergebnis des Vorvorjahres K4/2012;Ansatz des Vorjahres K4/2013;Planung des Haushaltsjahres K4/2014;Planung des Haushaltsjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-29,07;-9,97;-29,91;;;;;
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;;-15917,18;-13666,67;;;;;
7 + Sonstige ordentliche Erträge;;;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-29,07;-15927,15;-13696,58;;;;;
11 - Personalaufwendungen;560073,84;311112,23;734849,28;;;;;
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;53397,47;34862,62;37227,20;;;;;
14 - Bilanzielle Abschreibungen;120,42;79,61;29,91;;;;;
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;13212,97;5631,07;26543,68;;;;;
17 = Ordentliche Aufwendungen;626804,70;351685,53;798650,07;;;;;
18 = Ordentliches Ergebnis (= 10 + 17);626775,63;335758,38;784953,49;;;;;
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);626775,63;335758,38;784953,49;;;;;
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);626775,63;335758,38;784953,49;;;;;
27 + Erträge aus internen Leistungsbeziehungen;-626136,55;-371759,40;-791507,57;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;50128,75;33447,96;70730,18;;;;;
29 = Teilergebnis  (= 26, 27, 28);50767,83;-2553,06;64176,10;;;;;
