;Ergebnis des Vorvorvorjahres K4/2011;Ergebnis des Vorvorjahres K4/2012;Ansatz des Vorjahres K4/2013;Planung des Haushaltsjahres K4/2014;Planung des Haushaltsjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;;;;;;;;
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;;;;;;;;
7 + Sonstige ordentliche Erträge;;;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;;;;;;;;
11 - Personalaufwendungen;;;;312110,08;316135,32;320354,40;325263,76;330405,52
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;;;;5201,72;5291,80;5388,60;5472,08;5555,56
14 - Bilanzielle Abschreibungen;;;;;;;;
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;;;;7655,20;7655,20;7655,20;7655,24;7655,20
17 = Ordentliche Aufwendungen;;;;324967,00;329082,32;333398,20;338391,08;343616,28
18 = Ordentliches Ergebnis (= 10 + 17);;;;324967,00;329082,32;333398,20;338391,08;343616,28
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);;;;324967,00;329082,32;333398,20;338391,08;343616,28
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);;;;324967,00;329082,32;333398,20;338391,08;343616,28
27 + Erträge aus internen Leistungsbeziehungen;;;;-325483,32;-329289,92;-333282,04;-337900,64;-342734,04
28 - Aufwendungen aus internen Leistungsbeziehungen;;;;26906,64;26906,64;26906,64;26906,64;26906,64
29 = Teilergebnis  (= 26, 27, 28);;;;26390,32;26699,04;27022,80;27397,08;27788,88
