;Ergebnis des Vorvorvorjahres K4/2011;Ergebnis des Vorvorjahres K4/2012;Ansatz des Vorjahres K4/2013;Planung des Haushaltsjahres K4/2014;Planung des Haushaltsjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-75,28;-217,98;-75,28;-217,98;-217,98;-217,98;-217,98;-217,98
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;;;;;;;;
7 + Sonstige ordentliche Erträge;;-51,31;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-75,28;-269,29;-75,28;-217,98;-217,98;-217,98;-217,98;-217,98
11 - Personalaufwendungen;553656,10;598432,97;455901,70;533541,72;540524,69;548111,35;555800,03;564286,52
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;43025,67;53173,61;45335,16;61699,08;62329,08;62983,56;63433,64;63891,72
14 - Bilanzielle Abschreibungen;191,22;1047,01;84,64;217,98;217,98;217,98;217,98;217,98
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;51861,10;51411,00;51648,53;54369,83;54369,83;54369,83;54369,83;54369,83
17 = Ordentliche Aufwendungen;648734,09;704064,59;552970,03;649828,61;657441,58;665682,72;673821,48;682766,05
18 = Ordentliches Ergebnis (= 10 + 17);648658,81;703795,30;552894,75;649610,63;657223,60;665464,74;673603,50;682548,07
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);648658,81;703795,30;552894,75;649610,63;657223,60;665464,74;673603,50;682548,07
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);648658,81;703795,30;552894,75;649610,63;657223,60;665464,74;673603,50;682548,07
27 + Erträge aus internen Leistungsbeziehungen;;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;92507,44;84467,11;73575,89;74355,68;74363,72;74404,69;74526,15;74876,90
29 = Teilergebnis  (= 26, 27, 28);741166,25;788262,41;626470,64;723966,31;731587,32;739869,43;748129,65;757424,97
