;Ergebnis des Vorvorvorjahres K4/2011;Ergebnis des Vorvorjahres K4/2012;Ansatz des Vorjahres K4/2013;Planung des Haushaltsjahres K4/2014;Planung des Haushaltsjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-97132,35;-290266,84;-60381,96;-98729,69;-75854,60;-52198,35;-31024,40;-23318,39
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;-252857,64;-205739,82;-240285,12;-210279,48;-210279,48;-210279,48;-210279,48;-210279,48
6 + Kostenerstattungen und Kostenumlagen;582,93;-2667,19;;;;;;
7 + Sonstige ordentliche Erträge;-124,56;-37335,69;-155,29;-180,70;-117,51;-117,50;-117,51;-117,50
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-349531,62;-536009,54;-300822,37;-309189,87;-286251,59;-262595,33;-241421,39;-233715,37
11 - Personalaufwendungen;326923,24;343005,32;340115,49;418442,64;413149,60;412033,52;410660,82;414775,87
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;1862783,90;1542186,83;1872587,00;1649000,72;1691391,92;1735052,96;1764906,56;1795359,52
14 - Bilanzielle Abschreibungen;199233,63;261961,35;157243,60;189484,67;164541,39;138625,98;111388,31;102338,81
15 - Transferaufwendungen;46778,42;138151,29;20000,00;20000,00;20000,00;20000,00;20000,00;20000,00
16 - Sonstige ordentliche Aufwendungen;2365711,17;2133191,38;2434454,56;2197621,52;2197621,52;2197621,52;2197621,52;2197621,52
17 = Ordentliche Aufwendungen;4801430,36;4418496,17;4824400,65;4474549,55;4486704,43;4503333,98;4504577,21;4530095,72
18 = Ordentliches Ergebnis (= 10 + 17);4451898,74;3882486,63;4523578,28;4165359,68;4200452,84;4240738,65;4263155,82;4296380,35
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);4451898,74;3882486,63;4523578,28;4165359,68;4200452,84;4240738,65;4263155,82;4296380,35
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);4451898,74;3882486,63;4523578,28;4165359,68;4200452,84;4240738,65;4263155,82;4296380,35
27 + Erträge aus internen Leistungsbeziehungen;;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;339982,17;341622,78;303728,91;293928,21;294499,18;295337,27;295758,46;297146,17
29 = Teilergebnis  (= 26, 27, 28);4791880,91;4224109,41;4827307,19;4459287,89;4494952,02;4536075,92;4558914,28;4593526,52
