;Ergebnis des Vorvorvorjahres K4/2011;Ergebnis des Vorvorjahres K4/2012;Ansatz des Vorjahres K4/2013;Planung des Haushaltsjahres K4/2014;Planung des Haushaltsjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-14454,56;-17776,69;-776,04;-762,99;-246,64;-242,92;-201,88;-201,88
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-311416,45;-396177,59;-350000,00;-400000,00;-350000,00;-350000,00;-350000,00;-350000,00
5 + Privatrechtliche Leistungsentgelte;-11420,00;-17241,00;-11600,00;-15000,00;-15000,00;-15000,00;-15000,00;-15000,00
6 + Kostenerstattungen und Kostenumlagen;-5930,82;;-2000,00;;;;;
7 + Sonstige ordentliche Erträge;-301074,79;-357172,85;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-644296,62;-788368,13;-364376,04;-415762,99;-365246,64;-365242,92;-365201,88;-365201,88
11 - Personalaufwendungen;940007,72;1037913,85;1058420,76;1056409,08;1066163,27;1084792,96;1100889,40;1117764,92
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;421434,47;397372,90;590598,88;953382,28;825514,48;840926,68;851837,56;863842,88
14 - Bilanzielle Abschreibungen;5986,11;14991,81;2078,08;1485,97;947,06;943,35;902,30;902,31
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;742266,32;771348,09;400126,19;782023,80;517417,43;517867,43;518467,43;518992,51
17 = Ordentliche Aufwendungen;2109694,62;2221626,65;2051223,91;2793301,13;2410042,24;2444530,42;2472096,69;2501502,62
18 = Ordentliches Ergebnis (= 10 + 17);1465398,00;1433258,52;1686847,87;2377538,14;2044795,60;2079287,50;2106894,81;2136300,74
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);1465398,00;1433258,52;1686847,87;2377538,14;2044795,60;2079287,50;2106894,81;2136300,74
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);1465398,00;1433258,52;1686847,87;2377538,14;2044795,60;2079287,50;2106894,81;2136300,74
27 + Erträge aus internen Leistungsbeziehungen;-199995,72;-196121,64;-199297,08;-204302,04;-204302,04;-204302,04;-204302,04;-204302,04
28 - Aufwendungen aus internen Leistungsbeziehungen;148673,00;170612,81;151705,05;158354,62;148060,30;148602,02;149052,59;150191,69
29 = Teilergebnis  (= 26, 27, 28);1414075,28;1407749,69;1639255,84;2331590,72;1988553,86;2023587,48;2051645,36;2082190,39
