;Ergebnis des Vorvorvorjahres K4/2011;Ergebnis des Vorvorjahres K4/2012;Ansatz des Vorjahres K4/2013;Planung des Haushaltsjahres K4/2014;Planung des Haushaltsjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-633043,84;-60051,34;-9,12;-120101,16;-98,52;-90,00;-79,80;-59,64
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;;;;;;;;
7 + Sonstige ordentliche Erträge;-25,20;-366,94;-1,80;-1,80;-1,80;-250001,80;-250001,80;-250001,80
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-633069,04;-60418,28;-10,92;-120102,96;-100,32;-250091,80;-250081,60;-250061,44
11 - Personalaufwendungen;40644,49;32232,39;31476,93;31644,00;31745,04;32001,72;32211,96;32628,84
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;1305096,18;858175,99;846904,68;897434,32;1177472,00;1200011,00;1202537,60;1202564,96
14 - Bilanzielle Abschreibungen;949,89;522,98;341,88;397,32;391,44;370,08;332,40;307,68
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;23255,30;8031,19;43560,82;43594,10;43634,54;43674,86;43715,30;43715,30
17 = Ordentliche Aufwendungen;1369945,86;898962,55;922284,31;973069,74;1253243,02;1276057,66;1278797,26;1279216,78
18 = Ordentliches Ergebnis (= 10 + 17);736876,82;838544,27;922273,39;852966,78;1253142,70;1025965,86;1028715,66;1029155,34
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);736876,82;838544,27;922273,39;852966,78;1253142,70;1025965,86;1028715,66;1029155,34
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);736876,82;838544,27;922273,39;852966,78;1253142,70;1025965,86;1028715,66;1029155,34
27 + Erträge aus internen Leistungsbeziehungen;;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;90653,81;71626,38;46752,32;50467,20;64158,48;64556,60;64119,65;63953,15
29 = Teilergebnis  (= 26, 27, 28);827530,63;910170,65;969025,71;903433,98;1317301,18;1090522,46;1092835,31;1093108,49
