;"Ergebnis des Vorvorvorjahres K4/2011";"Ergebnis des Vorvorjahres K4/2012";"Ansatz des Vorjahres K4/2013";"Planung des Haushaltsjahres K4/2014";"Planung des Haushaltsjahres K4/2015";"Planung des Haushaltsjahres K4/2016";"Planung des Haushaltsjahres K4/2017";"Planung des Haushaltsjahres K4/2018"
"1 + Steuern und ähnliche Abgaben";"";"";"";"";"";"";"";""
"2 + Zuwendungen und allgemeine Umlagen";"";"-5,92 EUR";"-189.400,00 EUR";"-5,88 EUR";"-5,88 EUR";"-5,88 EUR";"-5,88 EUR";"-5,88 EUR"
"3 + Sonstige Transfererträge";"";"";"";"";"";"";"";""
"4 + Öffentlich-rechtliche Leistungsentgelte";"";"";"";"";"";"";"";""
"5 + Privatrechtliche Leistungsentgelte";"";"";"";"";"";"";"";""
"6 + Kostenerstattungen und Kostenumlagen";"";"";"";"";"";"";"";""
"7 + Sonstige ordentliche Erträge";"";"-18,89 EUR";"";"";"";"";"";""
"8 + Aktivierte Eigenleistungen";"";"";"";"";"";"";"";""
"9 +/- Bestandsveränderungen";"";"";"";"";"";"";"";""
"10 = Ordentliche Erträge";"";"-24,81 EUR";"-189.400,00 EUR";"-5,88 EUR";"-5,88 EUR";"-5,88 EUR";"-5,88 EUR";"-5,88 EUR"
"11 - Personalaufwendungen";"51.144,35 EUR";"39.822,38 EUR";"15.627,36 EUR";"117.987,52 EUR";"118.116,09 EUR";"118.581,30 EUR";"120.001,69 EUR";"121.829,44 EUR"
"12 - Versorgungsaufwendungen";"";"";"";"";"";"";"";""
"13 - Aufwendungen für Sach- und Dienstleistungen";"4.600,91 EUR";"13.023,19 EUR";"6.663,32 EUR";"17.813,12 EUR";"18.353,92 EUR";"18.907,80 EUR";"19.251,16 EUR";"19.648,96 EUR"
"14 - Bilanzielle Abschreibungen";"119,18 EUR";"481,69 EUR";"1,68 EUR";"5,88 EUR";"5,88 EUR";"5,88 EUR";"5,88 EUR";"5,88 EUR"
"15 - Transferaufwendungen";"";"";"";"";"";"";"";""
"16 - Sonstige ordentliche Aufwendungen";"164.306,75 EUR";"160.639,29 EUR";"145.479,66 EUR";"170.366,91 EUR";"170.366,91 EUR";"170.366,91 EUR";"170.366,91 EUR";"170.366,91 EUR"
"17 = Ordentliche Aufwendungen";"220.171,19 EUR";"213.966,55 EUR";"167.772,02 EUR";"306.173,43 EUR";"306.842,80 EUR";"307.861,89 EUR";"309.625,64 EUR";"311.851,19 EUR"
"18 = Ordentliches Ergebnis (= 10 + 17)";"220.171,19 EUR";"213.941,74 EUR";"-21.627,98 EUR";"306.167,55 EUR";"306.836,92 EUR";"307.856,01 EUR";"309.619,76 EUR";"311.845,31 EUR"
"19 + Finanzerträge";"";"";"";"";"";"";"";""
"20 - Zinsen und sonstige Finanzaufwendungen";"";"";"";"";"";"";"";""
"21 = Finanzergebnis (= 19 + 20)";"";"";"";"";"";"";"";""
"22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21)";"220.171,19 EUR";"213.941,74 EUR";"-21.627,98 EUR";"306.167,55 EUR";"306.836,92 EUR";"307.856,01 EUR";"309.619,76 EUR";"311.845,31 EUR"
"23 + Außerordentliche Erträge";"";"";"";"";"";"";"";""
"24 - Außerordentliche Aufwendungen";"";"";"";"";"";"";"";""
"25 = Außerordentliches Ergebnis (= 23 + 24)";"";"";"";"";"";"";"";""
"26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25)";"220.171,19 EUR";"213.941,74 EUR";"-21.627,98 EUR";"306.167,55 EUR";"306.836,92 EUR";"307.856,01 EUR";"309.619,76 EUR";"311.845,31 EUR"
"27 + Erträge aus internen Leistungsbeziehungen";"";"";"";"";"";"";"";""
"28 - Aufwendungen aus internen Leistungsbeziehungen";"29.520,93 EUR";"28.494,86 EUR";"22.912,37 EUR";"30.688,23 EUR";"30.635,20 EUR";"30.602,19 EUR";"30.626,08 EUR";"30.715,71 EUR"
"29 = Teilergebnis  (= 26, 27, 28)";"249.692,12 EUR";"242.436,60 EUR";"1.284,39 EUR";"336.855,78 EUR";"337.472,12 EUR";"338.458,20 EUR";"340.245,84 EUR";"342.561,02 EUR"
