;Ergebnis des Vorvorvorjahres K4/2011;Ergebnis des Vorvorjahres K4/2012;Ansatz des Vorjahres K4/2013;Planung des Haushaltsjahres K4/2014;Planung des Haushaltsjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;;-41799,22;-292541,00;-296150,00;-149900,00;;;
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;;;-14300,00;-14450,00;-7350,00;;;
7 + Sonstige ordentliche Erträge;;;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;;-41799,22;-306841,00;-310600,00;-157250,00;;;
11 - Personalaufwendungen;;58588,21;253296,32;268487,44;271057,32;271726,18;275903,64;280217,12
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;;68106,84;12328,00;123850,00;84350,00;;;
14 - Bilanzielle Abschreibungen;;22,40;;;;;;
15 - Transferaufwendungen;;5128,66;;;;;;
16 - Sonstige ordentliche Aufwendungen;;10126,13;39272,00;45250,00;19150,00;;;
17 = Ordentliche Aufwendungen;;141972,24;304896,32;437587,44;374557,32;271726,18;275903,64;280217,12
18 = Ordentliches Ergebnis (= 10 + 17);;100173,02;-1944,68;126987,44;217307,32;271726,18;275903,64;280217,12
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);;100173,02;-1944,68;126987,44;217307,32;271726,18;275903,64;280217,12
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);;100173,02;-1944,68;126987,44;217307,32;271726,18;275903,64;280217,12
27 + Erträge aus internen Leistungsbeziehungen;;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;;13078,83;13249,69;20256,96;18123,12;13687,37;13769,12;13942,02
29 = Teilergebnis  (= 26, 27, 28);;113251,85;11305,01;147244,40;235430,44;285413,55;289672,76;294159,14
