;Ergebnis des Vorvorvorjahres K4/2011;Ergebnis des Vorvorjahres K4/2012;Ansatz des Vorjahres K4/2013;Planung des Haushaltsjahres K4/2014;Planung des Haushaltsjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-464316,78;-172225,38;-410867,00;-448216,32;-485564,96;-522914,96;-560264,96;-597610,96
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-142250,50;-170129,77;-440000,00;-426000,00;-461500,00;-497000,00;-532500,00;-568000,00
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;-13840,98;-11016,32;;;;;;
7 + Sonstige ordentliche Erträge;;-57,41;-0,92;-0,92;-0,92;-0,92;-0,92;-0,92
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-620408,26;-353428,88;-850867,92;-874217,24;-947065,88;-1019915,88;-1092765,88;-1165611,88
11 - Personalaufwendungen;92677,59;267363,67;314158,92;335799,64;335657,86;337032,77;339775,76;344462,48
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;5527,14;10363,02;34419,52;39622,24;39864,72;40064,72;40322,84;40554,72
14 - Bilanzielle Abschreibungen;49,75;63,90;48,69;47,56;46,17;46,17;46,17;41,25
15 - Transferaufwendungen;392360,31;541142,72;1285000,00;991200,00;1073800,00;1156400,00;1239000,00;1321600,00
16 - Sonstige ordentliche Aufwendungen;5963,69;20759,91;21040,00;23800,00;24100,00;24500,00;24699,92;25000,00
17 = Ordentliche Aufwendungen;496578,48;839693,22;1654667,13;1390469,44;1473468,75;1558043,66;1643844,69;1731658,45
18 = Ordentliches Ergebnis (= 10 + 17);-123829,78;486264,34;803799,21;516252,20;526402,87;538127,78;551078,81;566046,57
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);-123829,78;486264,34;803799,21;516252,20;526402,87;538127,78;551078,81;566046,57
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);-123829,78;486264,34;803799,21;516252,20;526402,87;538127,78;551078,81;566046,57
27 + Erträge aus internen Leistungsbeziehungen;;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;63734,51;174035,21;172435,00;137850,88;137616,36;137462,64;137436,59;137623,37
29 = Teilergebnis  (= 26, 27, 28);-60095,27;660299,55;976234,21;654103,08;664019,23;675590,42;688515,40;703669,94
