;Ergebnis des Vorvorvorjahres K4/2011;Ergebnis des Vorvorjahres K4/2012;Ansatz des Vorjahres K4/2013;Planung des Haushaltsjahres K4/2014;Planung des Haushaltsjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-30947,35;-30650,71;-10,20;-45,60;-45,60;-45,60;-42,78;-12,24
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-43778,50;-54049,92;-48800,00;-48800,00;-48800,00;-53800,00;-53800,00;-53800,00
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;-2250,63;-5223,00;-22550,00;-22550,00;-22550,00;-22550,00;-22550,00;-22550,00
7 + Sonstige ordentliche Erträge;-3696,50;-4633,71;-2600,00;-2600,00;-2600,00;-2600,00;-2600,00;-2600,00
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-80672,98;-94557,34;-73960,20;-73995,60;-73995,60;-78995,60;-78992,78;-78962,24
11 - Personalaufwendungen;972623,38;981125,46;901627,10;941879,12;952662,32;964740,64;977942,12;992827,74
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;25865,67;95781,42;99345,60;102871,08;103435,32;104030,00;104426,40;104838,12
14 - Bilanzielle Abschreibungen;3262,13;2056,10;271,80;310,60;307,53;274,30;271,50;93,96
15 - Transferaufwendungen;15000,00;15000,00;97200,00;97200,00;97200,00;97200,00;97200,00;97200,00
16 - Sonstige ordentliche Aufwendungen;2070035,14;2097198,48;2137026,20;2141957,96;2141957,96;2141957,96;2141958,00;2141957,88
17 = Ordentliche Aufwendungen;3086786,32;3191161,46;3235470,70;3284218,76;3295563,13;3308202,90;3321798,02;3336917,70
18 = Ordentliches Ergebnis (= 10 + 17);3006113,34;3096604,12;3161510,50;3210223,16;3221567,53;3229207,30;3242805,24;3257955,46
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);3006113,34;3096604,12;3161510,50;3210223,16;3221567,53;3229207,30;3242805,24;3257955,46
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);3006113,34;3096604,12;3161510,50;3210223,16;3221567,53;3229207,30;3242805,24;3257955,46
27 + Erträge aus internen Leistungsbeziehungen;;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;199518,85;318179,09;328909,31;129857,22;129768,02;129751,78;129932,51;130528,49
29 = Teilergebnis  (= 26, 27, 28);3205632,19;3414783,21;3490419,81;3340080,38;3351335,55;3358959,08;3372737,75;3388483,95
