;Ergebnis des Vorvorvorjahres K4/2011;Ergebnis des Vorvorjahres K4/2012;Ansatz des Vorjahres K4/2013;Planung des Haushaltsjahres K4/2014;Planung des Haushaltsjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-155960,50;-137977,55;-97769,93;-116700,03;-49952,37;-33327,20;-16575,16;-1442,17
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-295939,34;-379652,37;-360000,00;-375000,00;-375000,00;-375000,00;-375000,00;-375000,00
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;-123755,14;-111499,54;-210000,00;-215000,00;-175000,00;-215000,00;-175000,00;-215000,00
7 + Sonstige ordentliche Erträge;;-4497,45;-500,00;-500,00;-500,00;-500,00;-500,00;-500,00
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-575654,98;-633626,91;-668269,93;-707200,03;-600452,37;-623827,20;-567075,16;-591942,17
11 - Personalaufwendungen;4698053,17;4945681,55;4179671,90;4595673,44;4619649,16;4658222,81;4706939,41;4774504,05
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;627114,41;643757,85;638162,96;736398,76;689990,32;723660,64;676186,64;728752,12
14 - Bilanzielle Abschreibungen;144235,24;146710,71;115285,07;125567,19;58378,63;41549,61;23012,11;7151,51
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;250077,58;238739,45;233006,64;257567,89;257567,89;257567,89;257567,97;257568,01
17 = Ordentliche Aufwendungen;5719480,40;5974889,56;5166126,57;5715207,28;5625586,00;5681000,95;5663706,13;5767975,69
18 = Ordentliches Ergebnis (= 10 + 17);5143825,42;5341262,65;4497856,64;5008007,25;5025133,63;5057173,75;5096630,97;5176033,52
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);5143825,42;5341262,65;4497856,64;5008007,25;5025133,63;5057173,75;5096630,97;5176033,52
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);5143825,42;5341262,65;4497856,64;5008007,25;5025133,63;5057173,75;5096630,97;5176033,52
27 + Erträge aus internen Leistungsbeziehungen;-1600525,86;-1001045,61;-1575984,00;-6250,20;-6250,20;-6250,20;-6250,20;-6250,20
28 - Aufwendungen aus internen Leistungsbeziehungen;721738,18;692671,97;617816,32;563391,88;558841,34;559187,94;556742,49;561897,97
29 = Teilergebnis  (= 26, 27, 28);4265037,74;5032889,01;3539688,96;5565148,93;5577724,77;5610111,49;5647123,26;5731681,29
