"";"Ergebnis des Vorvorvorjahres K4/2011";"Ergebnis des Vorvorjahres K4/2012";"Ansatz des Vorjahres K4/2013";"Planung des Haushaltsjahres K4/2014";"Planung des Haushaltsjahres K4/2015";"Planung des Haushaltsjahres K4/2016";"Planung des Haushaltsjahres K4/2017";"Planung des Haushaltsjahres K4/2018"
"1 + Steuern und ähnliche Abgaben";"";"";"";"";"";"";"";""
"2 + Zuwendungen und allgemeine Umlagen";"-1.917.271,70 EUR";"-70.034,51 EUR";"-15,84 EUR";"";"";"";"";""
"3 + Sonstige Transfererträge";"-289,60 EUR";"-4.511,13 EUR";"";"";"";"";"";""
"4 + Öffentlich-rechtliche Leistungsentgelte";"-5.540,50 EUR";"-8.313,50 EUR";"-833,28 EUR";"-6.461,52 EUR";"-6.461,52 EUR";"-6.461,52 EUR";"-6.461,52 EUR";"-6.461,52 EUR"
"5 + Privatrechtliche Leistungsentgelte";"";"";"";"";"";"";"";""
"6 + Kostenerstattungen und Kostenumlagen";"-44.798.175,09 EUR";"-65.435.798,29 EUR";"-65.250.000,00 EUR";"-62.090.000,00 EUR";"-62.090.000,00 EUR";"-62.090.000,00 EUR";"-62.090.000,00 EUR";"-62.090.000,00 EUR"
"7 + Sonstige ordentliche Erträge";"";"1,36 EUR";"";"";"";"";"";""
"8 + Aktivierte Eigenleistungen";"";"";"";"";"";"";"";""
"9 +/- Bestandsveränderungen";"";"";"";"";"";"";"";""
"10 = Ordentliche Erträge";"-46.721.276,89 EUR";"-65.518.656,07 EUR";"-65.250.849,12 EUR";"-62.096.461,52 EUR";"-62.096.461,52 EUR";"-62.096.461,52 EUR";"-62.096.461,52 EUR";"-62.096.461,52 EUR"
"11 - Personalaufwendungen";"8.754.446,93 EUR";"13.620,27 EUR";"28.513,04 EUR";"4.037,00 EUR";"4.098,00 EUR";"4.159,00 EUR";"4.221,00 EUR";"4.284,00 EUR"
"12 - Versorgungsaufwendungen";"";"";"";"";"";"";"";""
"13 - Aufwendungen für Sach- und Dienstleistungen";"2.908.685,58 EUR";"12.829,61 EUR";"1.595,76 EUR";"";"";"";"";""
"14 - Bilanzielle Abschreibungen";"29,82 EUR";"35,21 EUR";"18,12 EUR";"";"";"";"";""
"15 - Transferaufwendungen";"18.745,07 EUR";"30.626.985,50 EUR";"32.600.000,00 EUR";"33.376.310,00 EUR";"33.376.310,00 EUR";"33.376.310,00 EUR";"33.376.310,00 EUR";"33.376.310,00 EUR"
"16 - Sonstige ordentliche Aufwendungen";"113.019.872,97 EUR";"113.914.484,94 EUR";"113.278.963,20 EUR";"116.986.200,00 EUR";"116.936.200,00 EUR";"116.886.200,00 EUR";"116.936.200,00 EUR";"116.986.200,00 EUR"
"17 = Ordentliche Aufwendungen";"124.701.780,37 EUR";"144.567.955,53 EUR";"145.909.090,12 EUR";"150.366.547,00 EUR";"150.316.608,00 EUR";"150.266.669,00 EUR";"150.316.731,00 EUR";"150.366.794,00 EUR"
"18 = Ordentliches Ergebnis (= 10 + 17)";"77.980.503,48 EUR";"79.049.299,46 EUR";"80.658.241,00 EUR";"88.270.085,48 EUR";"88.220.146,48 EUR";"88.170.207,48 EUR";"88.220.269,48 EUR";"88.270.332,48 EUR"
"19 + Finanzerträge";"";"";"";"";"";"";"";""
"20 - Zinsen und sonstige Finanzaufwendungen";"";"";"";"";"";"";"";""
"21 = Finanzergebnis (= 19 + 20)";"";"";"";"";"";"";"";""
"22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21)";"77.980.503,48 EUR";"79.049.299,46 EUR";"80.658.241,00 EUR";"88.270.085,48 EUR";"88.220.146,48 EUR";"88.170.207,48 EUR";"88.220.269,48 EUR";"88.270.332,48 EUR"
"23 + Außerordentliche Erträge";"";"";"";"";"";"";"";""
"24 - Außerordentliche Aufwendungen";"";"";"";"";"";"";"";""
"25 = Außerordentliches Ergebnis (= 23 + 24)";"";"";"";"";"";"";"";""
"26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25)";"77.980.503,48 EUR";"79.049.299,46 EUR";"80.658.241,00 EUR";"88.270.085,48 EUR";"88.220.146,48 EUR";"88.170.207,48 EUR";"88.220.269,48 EUR";"88.270.332,48 EUR"
"27 + Erträge aus internen Leistungsbeziehungen";"";"";"";"";"";"";"";""
"28 - Aufwendungen aus internen Leistungsbeziehungen";"711.377,62 EUR";"19.224,00 EUR";"35.891,92 EUR";"208,34 EUR";"208,96 EUR";"209,54 EUR";"210,38 EUR";"213,04 EUR"
"29 = Teilergebnis  (= 26, 27, 28)";"78.691.881,10 EUR";"79.068.523,46 EUR";"80.694.132,92 EUR";"88.270.293,82 EUR";"88.220.355,44 EUR";"88.170.417,02 EUR";"88.220.479,86 EUR";"88.270.545,52 EUR"
