;Ergebnis des Vorvorvorjahres K4/2011;Ergebnis des Vorvorjahres K4/2012;Ansatz des Vorjahres K4/2013;Planung des Haushaltsjahres K4/2014;Planung des Haushaltsjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-3756,48;-21584,13;-1848,78;-5696,63;-5696,65;-2490,08;-1848,78;-1848,77
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;-51822,44;-53379,10;-43050,00;-43050,00;-43050,00;-43050,00;-43050,00;-43050,00
6 + Kostenerstattungen und Kostenumlagen;;;;;;;;
7 + Sonstige ordentliche Erträge;;-8144,26;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-55578,92;-83107,49;-44898,78;-48746,63;-48746,65;-45540,08;-44898,78;-44898,77
11 - Personalaufwendungen;746150,89;934092,82;727436,15;772754,52;747421,18;734302,69;722944,97;727522,23
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;146796,97;156288,21;146784,00;150600,00;154500,00;158550,00;161300,00;164150,00
14 - Bilanzielle Abschreibungen;16792,66;10901,17;8539,23;7706,66;7247,45;3922,23;3269,82;2853,00
15 - Transferaufwendungen;54258,87;63496,33;47700,00;47700,00;47700,00;47700,00;47700,00;47700,00
16 - Sonstige ordentliche Aufwendungen;204352,25;238289,19;202579,00;236000,00;236000,00;236000,00;236000,00;236000,00
17 = Ordentliche Aufwendungen;1168351,64;1403067,72;1133038,38;1214761,18;1192868,63;1180474,92;1171214,79;1178225,23
18 = Ordentliches Ergebnis (= 10 + 17);1112772,72;1319960,23;1088139,60;1166014,55;1144121,98;1134934,84;1126316,01;1133326,46
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);1112772,72;1319960,23;1088139,60;1166014,55;1144121,98;1134934,84;1126316,01;1133326,46
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);1112772,72;1319960,23;1088139,60;1166014,55;1144121,98;1134934,84;1126316,01;1133326,46
27 + Erträge aus internen Leistungsbeziehungen;;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;108094,28;137068,08;120777,00;115575,85;113892,84;112876,84;112031,51;112265,76
29 = Teilergebnis  (= 26, 27, 28);1220867,00;1457028,31;1208916,60;1281590,40;1258014,82;1247811,68;1238347,52;1245592,22
