;Ergebnis des Vorvorvorjahres K4/2011;Ergebnis des Vorvorjahres K4/2012;Ansatz des Vorjahres K4/2013;Planung des Haushaltsjahres K4/2014;Planung des Haushaltsjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-1081,66;-1338,13;-943,61;-6812,46;-6812,43;-6812,46;-6011,69;-920,84
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-2149363,75;-2063950,59;-1600000,00;-1700000,00;-1700000,00;-1700000,00;-1700000,00;-1700000,00
5 + Privatrechtliche Leistungsentgelte;-4,79;-957,47;-2000,00;-2000,00;-2000,00;-2000,00;-2000,00;-2000,00
6 + Kostenerstattungen und Kostenumlagen;;;;;;;;
7 + Sonstige ordentliche Erträge;-21923,31;-40225,37;-27500,00;-27500,00;-27500,00;-27500,00;-27500,00;-27500,00
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-2172373,51;-2106471,56;-1630443,61;-1736312,46;-1736312,43;-1736312,46;-1735511,69;-1730420,84
11 - Personalaufwendungen;1672122,60;2488417,16;3111227,24;2915436,92;2920584,86;2938073,97;2963053,27;3003983,76
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;1485047,96;1348915,41;949860,60;1042337,48;1044495,00;1046652,52;1048165,00;1049677,52
14 - Bilanzielle Abschreibungen;15713,06;7065,88;2758,33;7430,64;7430,61;7430,65;6542,51;1014,69
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;132200,08;140090,06;146046,34;153229,04;153319,04;153409,04;153499,00;153599,04
17 = Ordentliche Aufwendungen;3305083,70;3984488,51;4209892,51;4118434,08;4125829,51;4145566,18;4171259,78;4208275,01
18 = Ordentliches Ergebnis (= 10 + 17);1132710,19;1878016,95;2579448,90;2382121,62;2389517,08;2409253,72;2435748,09;2477854,17
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);1132710,19;1878016,95;2579448,90;2382121,62;2389517,08;2409253,72;2435748,09;2477854,17
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);1132710,19;1878016,95;2579448,90;2382121,62;2389517,08;2409253,72;2435748,09;2477854,17
27 + Erträge aus internen Leistungsbeziehungen;;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;1331244,13;845881,46;601875,14;778380,49;776224,34;774754,91;774220,95;775720,64
29 = Teilergebnis  (= 26, 27, 28);2463954,32;2723898,41;3181324,04;3160502,11;3165741,42;3184008,63;3209969,04;3253574,81
