;Ergebnis des Vorvorvorjahres K4/2011;Ergebnis des Vorvorjahres K4/2012;Ansatz des Vorjahres K4/2013;Planung des Haushaltsjahres K4/2014;Planung des Haushaltsjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-637234,69;-657434,99;-601982,03;-617826,16;-617612,35;-616918,94;-615867,60;-614258,20
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-307297,46;-305676,12;-102644,00;-102650,00;-102650,00;-102650,00;-102650,00;-102650,00
5 + Privatrechtliche Leistungsentgelte;-18991,00;-11319,50;-12500,00;-12500,00;-12500,00;-12500,00;-12500,00;-12500,00
6 + Kostenerstattungen und Kostenumlagen;-36075,01;-44848,34;-184700,00;-34700,00;-34700,00;-34700,00;-34700,00;-34700,00
7 + Sonstige ordentliche Erträge;-83154,70;-180411,36;-182140,64;-182140,64;-182140,64;-182140,64;-182140,64;-182140,64
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-1082752,86;-1199690,31;-1083966,67;-949816,80;-949602,99;-948909,58;-947858,24;-946248,84
11 - Personalaufwendungen;2950292,38;2881804,42;2796381,71;2864321,36;2872635,64;2894697,82;2912778,43;2949075,04
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;1333311,11;1399352,38;1300776,64;1315645,52;1334637,04;1354225,40;1367627,96;1381356,24
14 - Bilanzielle Abschreibungen;69798,20;45599,82;30168,00;33862,91;33134,13;30957,32;27576,47;25523,38
15 - Transferaufwendungen;1592040,92;1595671,00;1633490,00;1689175,00;1689175,00;1689175,00;1689175,00;1689175,00
16 - Sonstige ordentliche Aufwendungen;1316287,77;1346540,14;1325168,67;1345794,75;1368988,91;1392183,07;1415377,19;1415377,23
17 = Ordentliche Aufwendungen;7261730,38;7268967,76;7085985,02;7248799,54;7298570,72;7361238,61;7412535,05;7460506,89
18 = Ordentliches Ergebnis (= 10 + 17);6178977,52;6069277,45;6002018,35;6298982,74;6348967,73;6412329,03;6464676,81;6514258,05
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);6178977,52;6069277,45;6002018,35;6298982,74;6348967,73;6412329,03;6464676,81;6514258,05
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);6178977,52;6069277,45;6002018,35;6298982,74;6348967,73;6412329,03;6464676,81;6514258,05
27 + Erträge aus internen Leistungsbeziehungen;;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;484536,96;480967,59;427119,72;402301,42;401023,05;400512,26;400103,82;401939,84
29 = Teilergebnis  (= 26, 27, 28);6663514,48;6550245,04;6429138,07;6701284,16;6749990,78;6812841,29;6864780,63;6916197,89
