;Ergebnis des Vorvorvorjahres K4/2011;Ergebnis des Vorvorjahres K4/2012;Ansatz des Vorjahres K4/2013;Planung des Haushaltsjahres K4/2014;Planung des Haushaltsjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-2592,87;-3963,59;-2568,88;-73,56;-70,32;-68,76;-68,76;-68,76
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-41622,00;-26147,53;-117600,00;-28000,00;-28000,00;-28000,00;-28000,00;-28000,00
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;-7695,16;-7695,16;-7600,00;-7600,00;-7600,00;-7600,00;-7600,00;-7600,00
7 + Sonstige ordentliche Erträge;-40873,56;-6292,84;-5100,00;-5100,00;-5100,00;-5100,00;-5100,00;-5100,00
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-92783,59;-44099,12;-132868,88;-40773,56;-40770,32;-40768,76;-40768,76;-40768,76
11 - Personalaufwendungen;564921,31;584968,78;601762,24;565454,64;558174,36;555658,29;555964,05;562413,10
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;20082,30;18461,99;21337,92;22599,72;23173,32;23765,28;24169,72;24585,12
14 - Bilanzielle Abschreibungen;2726,27;2650,49;1496,64;92,77;89,52;87,97;87,96;87,97
15 - Transferaufwendungen;150225,88;68084,46;56150,00;42150,00;9150,00;6150,00;6150,00;6150,00
16 - Sonstige ordentliche Aufwendungen;45673,37;44107,53;51564,80;43219,27;43219,27;43219,27;43219,31;43219,27
17 = Ordentliche Aufwendungen;783629,13;718273,25;732311,60;673516,40;633806,47;628880,81;629591,04;636455,46
18 = Ordentliches Ergebnis (= 10 + 17);690845,54;674174,13;599442,72;632742,84;593036,15;588112,05;588822,28;595686,70
19 + Finanzerträge;;;;-1150,00;-1150,00;-1150,00;-1150,00;-1150,00
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;-1150,00;-1150,00;-1150,00;-1150,00;-1150,00
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);690845,54;674174,13;599442,72;631592,84;591886,15;586962,05;587672,28;594536,70
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);690845,54;674174,13;599442,72;631592,84;591886,15;586962,05;587672,28;594536,70
27 + Erträge aus internen Leistungsbeziehungen;;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;95392,75;93647,73;114883,49;76423,36;75705,67;75248,15;75013,72;75266,61
29 = Teilergebnis  (= 26, 27, 28);786238,29;767821,86;714326,21;708016,20;667591,82;662210,20;662686,00;669803,31
