;Ergebnis des Vorvorvorjahres K4/2011;Ergebnis des Vorvorjahres K4/2012;Ansatz des Vorjahres K4/2013;Planung des Haushaltsjahres K4/2014;Planung des Haushaltsjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-6527,04;-2527,04;-27,04;-2,48;-2,48;-2,47;-2,48;-2,48
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;;-8030,10;-3099,69;-4353,68;-4398,31;-4430,11;-4475,83;-4489,90
7 + Sonstige ordentliche Erträge;;;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-6527,04;-10557,14;-3126,73;-4356,16;-4400,79;-4432,58;-4478,31;-4492,38
11 - Personalaufwendungen;198027,66;150414,65;149721,68;126574,48;127378,18;128338,29;130261,73;132357,04
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;6671,70;2608,98;4991,88;3380,04;3510,00;3630,00;3729,96;3830,04
14 - Bilanzielle Abschreibungen;76,44;266,97;64,88;40,32;40,32;40,32;40,32;39,23
15 - Transferaufwendungen;500,00;3000,00;;;;;;
16 - Sonstige ordentliche Aufwendungen;14370,27;5721,20;6572,56;6799,84;6799,84;6799,84;6799,88;6799,84
17 = Ordentliche Aufwendungen;219646,07;162011,80;161351,00;136794,68;137728,34;138808,45;140831,89;143026,15
18 = Ordentliches Ergebnis (= 10 + 17);213119,03;151454,66;158224,27;132438,52;133327,55;134375,87;136353,58;138533,77
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);213119,03;151454,66;158224,27;132438,52;133327,55;134375,87;136353,58;138533,77
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);213119,03;151454,66;158224,27;132438,52;133327,55;134375,87;136353,58;138533,77
27 + Erträge aus internen Leistungsbeziehungen;-236737,51;-179706,20;-179452,48;-138528,44;-139348,23;-140315,90;-142149,02;-144171,54
28 - Aufwendungen aus internen Leistungsbeziehungen;42813,42;34792,00;35777,99;17321,53;17318,65;17316,49;17320,57;17326,93
29 = Teilergebnis  (= 26, 27, 28);19194,94;6540,46;14549,78;11231,61;11297,97;11376,46;11525,13;11689,16
