;Ergebnis des Vorvorvorjahres K4/2011;Ergebnis des Vorvorjahres K4/2012;Ansatz des Vorjahres K4/2013;Planung des Haushaltsjahres K4/2014;Planung des Haushaltsjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-506575,92;-128186,04;-2385538,03;-672,82;-205672,81;-100672,82;-672,81;-663,48
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;-116320,19;-132869,20;-8000,00;-108000,00;-108000,00;-108000,00;-108000,00;-108000,00
6 + Kostenerstattungen und Kostenumlagen;-221066,10;-328411,66;-140000,00;-280000,00;-280000,00;-280000,00;-280000,00;-280000,00
7 + Sonstige ordentliche Erträge;0,00;-3381,09;-100,00;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-843962,21;-592847,99;-2533638,03;-388672,82;-593672,81;-488672,82;-388672,81;-388663,48
11 - Personalaufwendungen;299368,38;312958,05;316456,90;307206,84;312574,68;318000,30;322932,67;327964,36
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;385597,40;368989,15;203322,36;377862,08;386946,92;397031,88;403091,16;410150,56
14 - Bilanzielle Abschreibungen;13954,12;9837,90;5936,79;5314,23;5107,12;4735,69;4277,84;3738,61
15 - Transferaufwendungen;506037,88;127555,70;2385000,00;;205000,00;100000,00;;
16 - Sonstige ordentliche Aufwendungen;1108764,25;1088520,80;550298,47;1086028,38;1086028,38;1086028,38;1086028,38;1086028,38
17 = Ordentliche Aufwendungen;2313722,03;1907861,60;3461014,52;1776411,53;1995657,10;1905796,25;1816330,05;1827881,91
18 = Ordentliches Ergebnis (= 10 + 17);1469759,82;1315013,61;927376,49;1387738,71;1401984,29;1417123,43;1427657,24;1439218,43
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);1469759,82;1315013,61;927376,49;1387738,71;1401984,29;1417123,43;1427657,24;1439218,43
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);1469759,82;1315013,61;927376,49;1387738,71;1401984,29;1417123,43;1427657,24;1439218,43
27 + Erträge aus internen Leistungsbeziehungen;;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;63786,04;64818,65;49219,34;52287,84;52586,84;52934,44;53149,46;53640,47
29 = Teilergebnis  (= 26, 27, 28);1533545,86;1379832,26;976595,83;1440026,55;1454571,13;1470057,87;1480806,70;1492858,90
