;Ergebnis des Vorvorvorjahres K4/2011;Ergebnis des Vorvorjahres K4/2012;Ansatz des Vorjahres K4/2013;Planung des Haushaltsjahres K4/2014;Planung des Haushaltsjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-3931,15;-13589,88;-3688,61;-7158,82;-7158,83;-7158,84;-7150,10;-7054,00
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;-1866503,85;-1993951,05;-2077520,00;-2112160,00;-2112160,00;-2112160,00;-2112160,00;-2112160,00
6 + Kostenerstattungen und Kostenumlagen;;;;;;;;
7 + Sonstige ordentliche Erträge;-157,80;-15512,73;-307,92;-307,92;-307,92;-307,92;-235,81;-184,48
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-1870592,80;-2023053,66;-2081516,53;-2119626,74;-2119626,75;-2119626,76;-2119545,91;-2119398,48
11 - Personalaufwendungen;3688393,42;3698704,37;4402392,25;4395123,44;4449880,60;4513168,51;4568049,65;4634538,88
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;2490147,69;2161654,29;2485244,16;2946993,16;3008855,68;3074218,68;3121183,68;3168710,56
14 - Bilanzielle Abschreibungen;55381,30;43251,79;28239,53;31684,59;28822,97;24033,76;22347,09;20855,35
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;5123929,38;5081151,88;5406640,89;5131084,02;5131084,02;5131084,02;5131084,10;5131084,06
17 = Ordentliche Aufwendungen;11357851,79;10984762,33;12322516,83;12504885,21;12618643,27;12742504,97;12842664,52;12955188,85
18 = Ordentliches Ergebnis (= 10 + 17);9487258,99;8961708,67;10241000,30;10385258,47;10499016,52;10622878,21;10723118,61;10835790,37
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);9487258,99;8961708,67;10241000,30;10385258,47;10499016,52;10622878,21;10723118,61;10835790,37
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);9487258,99;8961708,67;10241000,30;10385258,47;10499016,52;10622878,21;10723118,61;10835790,37
27 + Erträge aus internen Leistungsbeziehungen;;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;513965,40;535546,38;497335,66;483888,85;485208,66;487126,33;488722,08;493235,95
29 = Teilergebnis  (= 26, 27, 28);10001224,39;9497255,05;10738335,96;10869147,32;10984225,18;11110004,54;11211840,69;11329026,32
