;Ergebnis des Vorvorvorjahres K4/2011;Ergebnis des Vorvorjahres K4/2012;Ansatz des Vorjahres K4/2013;Planung des Haushaltsjahres K4/2014;Planung des Haushaltsjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-12,07;-32,36;-18,36;-13,56;-1,68;-1,56;-0,48;-0,48
3 + Sonstige Transfererträge;;;-10000,00;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;-26150,00;-355500,00;-5000,00;-100000,00;-100000,00;-100000,00;-100000,00;-100000,00
7 + Sonstige ordentliche Erträge;-13835,89;-17193,30;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-39997,96;-372725,66;-15018,36;-100013,56;-100001,68;-100001,56;-100000,48;-100000,48
11 - Personalaufwendungen;17238,02;21606,06;19713,99;19002,96;19238,04;19490,04;19769,40;20074,84
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;754,87;1082,32;1055,16;1328,64;1341,60;1358,88;1370,64;1382,64
14 - Bilanzielle Abschreibungen;87,80;143,33;27,36;16,92;4,68;4,56;3,48;3,48
15 - Transferaufwendungen;177086,09;172608,52;395900,00;363180,00;362450,00;361700,00;360610,00;359535,00
16 - Sonstige ordentliche Aufwendungen;1734,22;1826,57;1853,53;2349,08;2348,12;2348,12;2348,08;2348,12
17 = Ordentliche Aufwendungen;196901,00;197266,80;418550,04;385877,60;385382,44;384901,60;384101,60;383344,08
18 = Ordentliches Ergebnis (= 10 + 17);156903,04;-175458,86;403531,68;285864,04;285380,76;284900,04;284101,12;283343,60
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);156903,04;-175458,86;403531,68;285864,04;285380,76;284900,04;284101,12;283343,60
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);156903,04;-175458,86;403531,68;285864,04;285380,76;284900,04;284101,12;283343,60
27 + Erträge aus internen Leistungsbeziehungen;;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;3703,25;6519,77;4018,64;5344,35;5273,31;5273,92;5278,60;5291,19
29 = Teilergebnis  (= 26, 27, 28);160606,29;-168939,09;407550,32;291208,39;290654,07;290173,96;289379,72;288634,79
