;Ergebnis des Vorvorvorjahres K4/2011;Ergebnis des Vorvorjahres K4/2012;Ansatz des Vorjahres K4/2013;Planung des Haushaltsjahres K4/2014;Planung des Haushaltsjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-26,31;-38,40;-26,31;-38,19;-38,19;-38,19;-38,19;-38,19
3 + Sonstige Transfererträge;-58598,68;;-47500,00;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;;-21136,21;;-20000,00;-20000,00;-20000,00;-20000,00;-20000,00
7 + Sonstige ordentliche Erträge;;-1800,39;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-58624,99;-22975,00;-47526,31;-20038,19;-20038,19;-20038,19;-20038,19;-20038,19
11 - Personalaufwendungen;864193,93;828023,69;751870,94;709861,36;721385,17;733402,87;744035,35;755387,60
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;69921,19;35124,01;76462,64;46902,08;47998,80;49138,12;49921,48;50719,00
14 - Bilanzielle Abschreibungen;2208,82;1021,53;189,01;178,62;178,59;178,62;178,59;178,62
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;90708,39;80063,65;91648,26;88580,72;88580,72;88580,72;88580,72;88580,72
17 = Ordentliche Aufwendungen;1027032,33;944232,88;920170,85;845522,78;858143,28;871300,33;882716,14;894865,94
18 = Ordentliches Ergebnis (= 10 + 17);968407,34;921257,88;872644,54;825484,59;838105,09;851262,14;862677,95;874827,75
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);968407,34;921257,88;872644,54;825484,59;838105,09;851262,14;862677,95;874827,75
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);968407,34;921257,88;872644,54;825484,59;838105,09;851262,14;862677,95;874827,75
27 + Erträge aus internen Leistungsbeziehungen;;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;157852,00;142042,47;128860,68;115657,98;115818,11;116003,45;116208,55;116692,14
29 = Teilergebnis  (= 26, 27, 28);1126259,34;1063300,35;1001505,22;941142,57;953923,20;967265,59;978886,50;991519,89
