;Ergebnis des Vorvorvorjahres K4/2011;Ergebnis des Vorvorjahres K4/2012;Ansatz des Vorjahres K4/2013;Planung des Haushaltsjahres K4/2014;Planung des Haushaltsjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-12233,20;-4077,72;-12114,20;;;;;
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;-8320,00;-4640,52;-4975,02;;;;;
7 + Sonstige ordentliche Erträge;;;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-20553,20;-8718,24;-17089,22;;;;;
11 - Personalaufwendungen;189191,77;95643,21;209555,88;;;;;
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;1846,57;1096,77;11881,12;;;;;
14 - Bilanzielle Abschreibungen;17183,03;4586,07;12725,42;;;;;
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;2515,86;1210,87;3406,80;;;;;
17 = Ordentliche Aufwendungen;210737,23;102536,92;237569,22;;;;;
18 = Ordentliches Ergebnis (= 10 + 17);190184,03;93818,68;220480,00;;;;;
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);190184,03;93818,68;220480,00;;;;;
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);190184,03;93818,68;220480,00;;;;;
27 + Erträge aus internen Leistungsbeziehungen;-198016,35;-90816,06;-230202,45;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;23887,70;13820,37;28387,66;;;;;
29 = Teilergebnis  (= 26, 27, 28);16055,38;16822,99;18665,21;;;;;
