"";"Ergebnis des Vorvorvorjahres K4/2011";"Ergebnis des Vorvorjahres K4/2012";"Ansatz des Vorjahres K4/2013";"Planung des Haushaltsjahres K4/2014";"Planung des Haushaltsjahres K4/2015";"Planung des Haushaltsjahres K4/2016";"Planung des Haushaltsjahres K4/2017";"Planung des Haushaltsjahres K4/2018"
"1 + Steuern und ähnliche Abgaben";"";"";"";"";"";"";"";""
"2 + Zuwendungen und allgemeine Umlagen";"-170.653,87 EUR";"-247.297,57 EUR";"-5,28 EUR";"";"";"";"";""
"3 + Sonstige Transfererträge";"";"";"";"";"";"";"";""
"4 + Öffentlich-rechtliche Leistungsentgelte";"-108.680.215,66 EUR";"-107.801.485,02 EUR";"-107.325.226,00 EUR";"-106.600.000,00 EUR";"-106.600.000,00 EUR";"-106.600.000,00 EUR";"-106.600.000,00 EUR";"-106.600.000,00 EUR"
"5 + Privatrechtliche Leistungsentgelte";"-48.355,29 EUR";"-2.628,14 EUR";"-600,00 EUR";"";"";"";"";""
"6 + Kostenerstattungen und Kostenumlagen";"-799.525,00 EUR";"-457.495,67 EUR";"";"";"";"";"";""
"7 + Sonstige ordentliche Erträge";"-792.087,98 EUR";"-479.090,08 EUR";"";"";"";"";"";""
"8 + Aktivierte Eigenleistungen";"";"";"";"";"";"";"";""
"9 +/- Bestandsveränderungen";"";"";"";"";"";"";"";""
"10 = Ordentliche Erträge";"-110.490.837,80 EUR";"-108.987.996,48 EUR";"-107.325.831,28 EUR";"-106.600.000,00 EUR";"-106.600.000,00 EUR";"-106.600.000,00 EUR";"-106.600.000,00 EUR";"-106.600.000,00 EUR"
"11 - Personalaufwendungen";"530.353,23 EUR";"590.021,07 EUR";"567.934,30 EUR";"";"";"";"";""
"12 - Versorgungsaufwendungen";"";"";"";"";"";"";"";""
"13 - Aufwendungen für Sach- und Dienstleistungen";"28.238,28 EUR";"23.780,35 EUR";"33.658,60 EUR";"106.600.000,00 EUR";"106.600.000,00 EUR";"106.600.000,00 EUR";"106.600.000,00 EUR";"106.600.000,00 EUR"
"14 - Bilanzielle Abschreibungen";"7.905.041,32 EUR";"8.059.737,33 EUR";"8.476.564,27 EUR";"";"";"";"";""
"15 - Transferaufwendungen";"";"";"";"";"";"";"";""
"16 - Sonstige ordentliche Aufwendungen";"88.447.614,17 EUR";"85.307.973,65 EUR";"85.750.387,20 EUR";"";"";"";"";""
"17 = Ordentliche Aufwendungen";"96.911.247,00 EUR";"93.981.512,40 EUR";"94.828.544,37 EUR";"106.600.000,00 EUR";"106.600.000,00 EUR";"106.600.000,00 EUR";"106.600.000,00 EUR";"106.600.000,00 EUR"
"18 = Ordentliches Ergebnis (= 10 + 17)";"-13.579.590,80 EUR";"-15.006.484,08 EUR";"-12.497.286,91 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR"
"19 + Finanzerträge";"";"";"";"";"";"";"";""
"20 - Zinsen und sonstige Finanzaufwendungen";"";"";"";"";"";"";"";""
"21 = Finanzergebnis (= 19 + 20)";"";"";"";"";"";"";"";""
"22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21)";"-13.579.590,80 EUR";"-15.006.484,08 EUR";"-12.497.286,91 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR"
"23 + Außerordentliche Erträge";"";"";"";"";"";"";"";""
"24 - Außerordentliche Aufwendungen";"";"";"";"";"";"";"";""
"25 = Außerordentliches Ergebnis (= 23 + 24)";"";"";"";"";"";"";"";""
"26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25)";"-13.579.590,80 EUR";"-15.006.484,08 EUR";"-12.497.286,91 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR"
"27 + Erträge aus internen Leistungsbeziehungen";"";"";"";"";"";"";"";""
"28 - Aufwendungen aus internen Leistungsbeziehungen";"1.551.884,30 EUR";"1.625.321,96 EUR";"1.522.222,08 EUR";"";"";"";"";""
"29 = Teilergebnis  (= 26, 27, 28)";"-12.027.706,50 EUR";"-13.381.162,12 EUR";"-10.975.064,83 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR"
