;Ergebnis des Vorvorvorjahres K4/2011;Ergebnis des Vorvorjahres K4/2012;Ansatz des Vorjahres K4/2013;Planung des Haushaltsjahres K4/2014;Planung des Haushaltsjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-92954,34;-94493,26;-71197,24;-71482,40;-71482,33;-71482,40;-71482,34;-71482,40
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;-1484519,27;-1468761,00;-1689800,00;-1710800,00;-1774800,00;-1774800,00;-1774800,00;-1796300,00
6 + Kostenerstattungen und Kostenumlagen;-30,00;;-600,00;-600,00;-600,00;-600,00;-600,00;-600,00
7 + Sonstige ordentliche Erträge;-7172,36;-40691,26;-6644,63;-9194,79;-9102,17;-9102,01;-8628,54;-8628,32
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-1584675,97;-1603945,52;-1768241,87;-1792077,19;-1855984,50;-1855984,41;-1855510,88;-1877010,72
11 - Personalaufwendungen;2793672,48;2782986,26;2751708,13;2751788,00;2746280,32;2753397,16;2760271,16;2783729,28
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;151815,80;147009,17;181197,00;184200,00;187250,00;190400,00;192750,00;195100,00
14 - Bilanzielle Abschreibungen;15366,96;52297,51;13656,10;16207,44;15997,74;15997,58;13135,96;12380,74
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;327854,99;294725,07;354226,00;353410,00;353410,00;353410,00;353410,00;353410,00
17 = Ordentliche Aufwendungen;3288710,23;3277018,01;3300787,23;3305605,44;3302938,06;3313204,74;3319567,12;3344620,02
18 = Ordentliches Ergebnis (= 10 + 17);1704034,26;1673072,49;1532545,36;1513528,25;1446953,56;1457220,33;1464056,24;1467609,30
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);1704034,26;1673072,49;1532545,36;1513528,25;1446953,56;1457220,33;1464056,24;1467609,30
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);1704034,26;1673072,49;1532545,36;1513528,25;1446953,56;1457220,33;1464056,24;1467609,30
27 + Erträge aus internen Leistungsbeziehungen;;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;346555,20;388423,67;361017,87;337540,30;335539,12;334237,33;333326,04;334159,50
29 = Teilergebnis  (= 26, 27, 28);2050589,46;2061496,16;1893563,23;1851068,55;1782492,68;1791457,66;1797382,28;1801768,80
