;Ergebnis des Vorvorvorjahres K4/2011;Ergebnis des Vorvorjahres K4/2012;Ansatz des Vorjahres K4/2013;Planung des Haushaltsjahres K4/2014;Planung des Haushaltsjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-28931,42;-72,25;-31006,01;-104,66;-104,66;-93,61;-26,23;-7,56
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;-60670,96;;-23250,00;;;;;
7 + Sonstige ordentliche Erträge;;-27,39;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-89602,38;-99,64;-54256,01;-104,66;-104,66;-93,61;-26,23;-7,56
11 - Personalaufwendungen;48340,59;52240,20;44582,25;47494,30;45562,35;44458,20;43643,99;43901,65
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;8331,92;12786,68;11317,44;12555,84;12604,80;12655,44;12690,08;12725,52
14 - Bilanzielle Abschreibungen;2129,63;1942,66;1745,12;1843,53;1840,93;1802,90;1735,65;1716,62
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;25420,12;32042,63;35376,04;35433,00;35527,68;35622,72;35717,56;35717,48
17 = Ordentliche Aufwendungen;84222,26;99012,17;93020,85;97326,67;95535,76;94539,26;93787,28;94061,27
18 = Ordentliches Ergebnis (= 10 + 17);-5380,12;98912,53;38764,84;97222,01;95431,10;94445,65;93761,05;94053,71
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);-5380,12;98912,53;38764,84;97222,01;95431,10;94445,65;93761,05;94053,71
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);-5380,12;98912,53;38764,84;97222,01;95431,10;94445,65;93761,05;94053,71
27 + Erträge aus internen Leistungsbeziehungen;;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;192304,08;137096,33;91376,30;122122,64;121988,23;121899,41;121833,64;121839,87
29 = Teilergebnis  (= 26, 27, 28);186923,96;236008,86;130141,14;219344,65;217419,33;216345,06;215594,69;215893,58
