;Ergebnis des Vorvorvorjahres K4/2011;Ergebnis des Vorvorjahres K4/2012;Ansatz des Vorjahres K4/2013;Planung des Haushaltsjahres K4/2014;Planung des Haushaltsjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-482,63;-29,41;-29,40;-24,97;-24,96;-24,97;-24,96;-24,97
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;-117,00;-52065,97;-20472,65;-28120,18;-28212,56;-28332,73;-28390,63;-28399,79
7 + Sonstige ordentliche Erträge;;;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-599,63;-52095,38;-20502,05;-28145,15;-28237,52;-28357,70;-28415,59;-28424,76
11 - Personalaufwendungen;1065504,93;1088817,61;1104088,60;830218,28;828746,91;832101,70;836351,28;846961,66
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;37500,32;13258,01;31310,00;21500,00;22120,00;22750,00;23190,00;23640,00
14 - Bilanzielle Abschreibungen;196,70;1329,31;173,37;147,32;147,33;147,33;147,34;147,33
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;73559,37;66601,24;75150,00;75150,00;75150,00;75150,00;75150,00;75150,00
17 = Ordentliche Aufwendungen;1176761,32;1170006,17;1210721,97;927015,60;926164,24;930149,03;934838,62;945898,99
18 = Ordentliches Ergebnis (= 10 + 17);1176161,69;1117910,79;1190219,92;898870,45;897926,72;901791,33;906423,03;917474,23
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);1176161,69;1117910,79;1190219,92;898870,45;897926,72;901791,33;906423,03;917474,23
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);1176161,69;1117910,79;1190219,92;898870,45;897926,72;901791,33;906423,03;917474,23
27 + Erträge aus internen Leistungsbeziehungen;-1173701,46;-1165175,05;-1185607,34;-894795,37;-893877,03;-897426,72;-901702,61;-911951,17
28 - Aufwendungen aus internen Leistungsbeziehungen;92704,81;89671,79;91517,34;68476,11;68426,89;68399,76;68390,74;68418,94
29 = Teilergebnis  (= 26, 27, 28);95165,04;42407,53;96129,92;72551,19;72476,58;72764,37;73111,16;73942,00
