;"Ergebnis des Vorvorvorjahres K4/2011";"Ergebnis des Vorvorjahres K4/2012";"Ansatz des Vorjahres K4/2013";"Planung des Haushaltsjahres K4/2014";"Planung des Haushaltsjahres K4/2015";"Planung des Haushaltsjahres K4/2016";"Planung des Haushaltsjahres K4/2017";"Planung des Haushaltsjahres K4/2018"
"1 + Steuern und ähnliche Abgaben";"";"";"";"";"";"";"";""
"2 + Zuwendungen und allgemeine Umlagen";"";"";"";"-205,43 EUR";"-205,42 EUR";"-121,60 EUR";"-121,60 EUR";"-121,58 EUR"
"3 + Sonstige Transfererträge";"";"";"";"-147.000,00 EUR";"-147.000,00 EUR";"-147.000,00 EUR";"-147.000,00 EUR";"-147.000,00 EUR"
"4 + Öffentlich-rechtliche Leistungsentgelte";"";"";"";"-3.230,76 EUR";"-3.230,76 EUR";"-3.230,76 EUR";"-3.230,76 EUR";"-3.230,76 EUR"
"5 + Privatrechtliche Leistungsentgelte";"";"";"";"";"";"";"";""
"6 + Kostenerstattungen und Kostenumlagen";"";"";"";"-32.365.770,68 EUR";"-35.072.680,52 EUR";"-38.029.987,36 EUR";"-38.079.219,56 EUR";"-38.136.977,68 EUR"
"7 + Sonstige ordentliche Erträge";"";"";"";"";"";"";"";""
"8 + Aktivierte Eigenleistungen";"";"";"";"";"";"";"";""
"9 +/- Bestandsveränderungen";"";"";"";"";"";"";"";""
"10 = Ordentliche Erträge";"";"";"";"-32.516.206,87 EUR";"-35.223.116,70 EUR";"-38.180.339,72 EUR";"-38.229.571,92 EUR";"-38.287.330,02 EUR"
"11 - Personalaufwendungen";"";"";"";"2.410.011,33 EUR";"2.406.237,67 EUR";"2.414.163,86 EUR";"2.432.308,60 EUR";"2.465.444,29 EUR"
"12 - Versorgungsaufwendungen";"";"";"";"";"";"";"";""
"13 - Aufwendungen für Sach- und Dienstleistungen";"";"";"";"63.032,28 EUR";"64.929,12 EUR";"66.882,72 EUR";"68.781,24 EUR";"70.736,76 EUR"
"14 - Bilanzielle Abschreibungen";"";"";"";"286,36 EUR";"286,36 EUR";"202,48 EUR";"202,48 EUR";"156,74 EUR"
"15 - Transferaufwendungen";"";"";"";"32.350.000,00 EUR";"35.061.000,00 EUR";"38.022.000,00 EUR";"38.082.500,00 EUR";"38.143.500,00 EUR"
"16 - Sonstige ordentliche Aufwendungen";"";"";"";"255.840,21 EUR";"255.840,21 EUR";"255.840,21 EUR";"255.840,21 EUR";"255.840,21 EUR"
"17 = Ordentliche Aufwendungen";"";"";"";"35.079.170,18 EUR";"37.788.293,36 EUR";"40.759.089,27 EUR";"40.839.632,53 EUR";"40.935.678,00 EUR"
"18 = Ordentliches Ergebnis (= 10 + 17)";"";"";"";"2.562.963,31 EUR";"2.565.176,66 EUR";"2.578.749,55 EUR";"2.610.060,61 EUR";"2.648.347,98 EUR"
"19 + Finanzerträge";"";"";"";"";"";"";"";""
"20 - Zinsen und sonstige Finanzaufwendungen";"";"";"";"";"";"";"";""
"21 = Finanzergebnis (= 19 + 20)";"";"";"";"";"";"";"";""
"22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21)";"";"";"";"2.562.963,31 EUR";"2.565.176,66 EUR";"2.578.749,55 EUR";"2.610.060,61 EUR";"2.648.347,98 EUR"
"23 + Außerordentliche Erträge";"";"";"";"";"";"";"";""
"24 - Außerordentliche Aufwendungen";"";"";"";"";"";"";"";""
"25 = Außerordentliches Ergebnis (= 23 + 24)";"";"";"";"";"";"";"";""
"26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25)";"";"";"";"2.562.963,31 EUR";"2.565.176,66 EUR";"2.578.749,55 EUR";"2.610.060,61 EUR";"2.648.347,98 EUR"
"27 + Erträge aus internen Leistungsbeziehungen";"";"";"";"";"";"";"";""
"28 - Aufwendungen aus internen Leistungsbeziehungen";"";"";"";"394.008,20 EUR";"392.332,24 EUR";"391.297,50 EUR";"391.142,02 EUR";"392.506,38 EUR"
"29 = Teilergebnis  (= 26, 27, 28)";"";"";"";"2.956.971,51 EUR";"2.957.508,90 EUR";"2.970.047,05 EUR";"3.001.202,63 EUR";"3.040.854,36 EUR"
