;Ergebnis des Vorvorvorjahres K4/2011;Ergebnis des Vorvorjahres K4/2012;Ansatz des Vorjahres K4/2013;Planung des Haushaltsjahres K4/2014;Planung des Haushaltsjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-11770,02;-14969,05;-9028,56;-9812,25;-6825,96;-4044,63;-541,68;-7,08
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-2169987,65;-1994879,16;-2020550,00;-2020550,00;-2020550,00;-2020550,00;-2020550,00;-2020550,00
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;;;;;;;;
7 + Sonstige ordentliche Erträge;-45569,07;-9653,33;-7650,00;-7650,00;-7650,00;-7650,00;-7650,00;-7650,00
8 + Aktivierte Eigenleistungen;-1374,76;-1478,44;-1834,92;-832,44;-832,44;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-2228701,50;-2020979,98;-2039063,48;-2038844,69;-2035858,40;-2032244,63;-2028741,68;-2028207,08
11 - Personalaufwendungen;1651255,31;1730693,30;1875186,82;1677610,56;1695844,64;1715428,40;1741483,48;1769109,15
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;30343,65;26757,79;35491,80;27583,20;28241,56;28911,44;29371,40;29840,24
14 - Bilanzielle Abschreibungen;765485,02;22837,59;16300,32;14290,05;9290,37;5344,61;827,98;67,80
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;91972,25;63792,01;52288,88;49463,32;49463,32;49463,32;49463,32;49463,32
17 = Ordentliche Aufwendungen;2539056,23;1844080,69;1979267,82;1768947,13;1782839,89;1799147,77;1821146,18;1848480,51
18 = Ordentliches Ergebnis (= 10 + 17);310354,73;-176899,29;-59795,66;-269897,56;-253018,51;-233096,86;-207595,50;-179726,57
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);310354,73;-176899,29;-59795,66;-269897,56;-253018,51;-233096,86;-207595,50;-179726,57
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);310354,73;-176899,29;-59795,66;-269897,56;-253018,51;-233096,86;-207595,50;-179726,57
27 + Erträge aus internen Leistungsbeziehungen;;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;360551,16;328408,71;486114,87;273057,90;273110,67;273061,64;273572,18;274699,87
29 = Teilergebnis  (= 26, 27, 28);670905,89;151509,42;426319,21;3160,34;20092,16;39964,78;65976,68;94973,30
