;Ergebnis des Vorvorvorjahres K4/2011;Ergebnis des Vorvorjahres K4/2012;Ansatz des Vorjahres K4/2013;Planung des Haushaltsjahres K4/2014;Planung des Haushaltsjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-96145,21;-194117,08;-74612,84;-118050,47;-94868,94;-70762,49;-49272,15;-36781,64
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;-401976,69;-367213,23;-382009,80;-375323,64;-375323,64;-375323,64;-375323,64;-375323,64
6 + Kostenerstattungen und Kostenumlagen;619,82;-2667,19;;;;;;
7 + Sonstige ordentliche Erträge;-3987,19;-47430,37;-6063,22;-6079,64;-6016,44;-6016,44;-6016,44;-6016,44
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-501489,27;-611427,87;-462685,86;-499453,75;-476209,02;-452102,57;-430612,23;-418121,72
11 - Personalaufwendungen;515062,16;442177,16;586472,14;502010,40;476159,27;461266,83;448078,23;449182,41
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;2780293,06;2535997,44;2778753,92;2651434,24;2727104,00;2805040,76;2858330,60;2912690,56
14 - Bilanzielle Abschreibungen;204937,69;246980,97;156140,20;169467,14;144411,77;117115,83;83719,26;68506,58
15 - Transferaufwendungen;32816,62;20193,35;20000,00;20000,00;20000,00;20000,00;20000,00;20000,00
16 - Sonstige ordentliche Aufwendungen;3575115,35;3542916,87;3685517,00;3601937,76;3601937,76;3601937,76;3601937,76;3601937,72
17 = Ordentliche Aufwendungen;7108224,88;6788265,79;7226883,26;6944849,54;6969612,80;7005361,18;7012065,85;7052317,27
18 = Ordentliches Ergebnis (= 10 + 17);6606735,61;6176837,92;6764197,40;6445395,79;6493403,78;6553258,61;6581453,62;6634195,55
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);6606735,61;6176837,92;6764197,40;6445395,79;6493403,78;6553258,61;6581453,62;6634195,55
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);6606735,61;6176837,92;6764197,40;6445395,79;6493403,78;6553258,61;6581453,62;6634195,55
27 + Erträge aus internen Leistungsbeziehungen;;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;447592,60;392186,46;389799,80;338486,73;339012,50;340201,41;340681,06;342936,09
29 = Teilergebnis  (= 26, 27, 28);7054328,21;6569024,38;7153997,20;6783882,52;6832416,28;6893460,02;6922134,68;6977131,64
