;Ergebnis des Vorvorvorjahres K4/2011;Ergebnis des Vorvorjahres K4/2012;Ansatz des Vorjahres K4/2013;Planung des Haushaltsjahres K4/2014;Planung des Haushaltsjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-12271,92;-13499,53;-13104,02;-18088,58;-18088,54;-18088,57;-18056,84;-17993,52
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;-54619,43;-43811,82;-59000,00;-44000,00;-44000,00;-44000,00;-59000,00;-59000,00
6 + Kostenerstattungen und Kostenumlagen;;;;;;;;
7 + Sonstige ordentliche Erträge;-9130,97;-10652,90;-9180,97;-9180,97;-9180,97;-9180,97;-9180,97;-9180,97
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-76022,32;-67964,25;-81284,99;-71269,55;-71269,51;-71269,54;-86237,81;-86174,49
11 - Personalaufwendungen;734631,04;937805,47;915501,68;724074,64;736575,55;749223,04;760835,40;772698,83
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;1516068,72;1473195,45;1516838,44;1445958,92;1454215,84;1463472,64;1469652,48;1475832,16
14 - Bilanzielle Abschreibungen;823395,80;760857,14;630704,13;553221,13;539200,36;532539,07;435792,99;397531,69
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;34746,43;39403,81;38232,61;34184,27;34184,27;34184,27;34184,23;34184,23
17 = Ordentliche Aufwendungen;3108841,99;3211261,87;3101276,86;2757438,96;2764176,02;2779419,02;2700465,10;2680246,91
18 = Ordentliches Ergebnis (= 10 + 17);3032819,67;3143297,62;3019991,87;2686169,41;2692906,51;2708149,48;2614227,29;2594072,42
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);3032819,67;3143297,62;3019991,87;2686169,41;2692906,51;2708149,48;2614227,29;2594072,42
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);3032819,67;3143297,62;3019991,87;2686169,41;2692906,51;2708149,48;2614227,29;2594072,42
27 + Erträge aus internen Leistungsbeziehungen;;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;218693,03;245423,12;218547,34;183824,93;183496,81;183241,48;183098,58;183655,98
29 = Teilergebnis  (= 26, 27, 28);3251512,70;3388720,74;3238539,21;2869994,34;2876403,32;2891390,96;2797325,87;2777728,40
