"";"Ergebnis des Vorvorvorjahres K4/2011";"Ergebnis des Vorvorjahres K4/2012";"Ansatz des Vorjahres K4/2013";"Planung des Haushaltsjahres K4/2014";"Planung des Haushaltsjahres K4/2015";"Planung des Haushaltsjahres K4/2016";"Planung des Haushaltsjahres K4/2017";"Planung des Haushaltsjahres K4/2018"
"1 + Steuern und ähnliche Abgaben";"";"";"";"";"";"";"";""
"2 + Zuwendungen und allgemeine Umlagen";"-15.612,00 EUR";"-14.000,00 EUR";"";"";"";"";"";""
"3 + Sonstige Transfererträge";"";"";"";"";"";"";"";""
"4 + Öffentlich-rechtliche Leistungsentgelte";"";"";"";"";"";"";"";""
"5 + Privatrechtliche Leistungsentgelte";"35,00 EUR";"-4.849,82 EUR";"";"";"";"";"";""
"6 + Kostenerstattungen und Kostenumlagen";"-18.544,64 EUR";"-24.766,03 EUR";"-4.496,89 EUR";"-10.009,63 EUR";"-9.613,51 EUR";"-9.370,06 EUR";"-9.081,60 EUR";"-8.977,93 EUR"
"7 + Sonstige ordentliche Erträge";"";"";"";"";"";"";"";""
"8 + Aktivierte Eigenleistungen";"";"";"";"";"";"";"";""
"9 +/- Bestandsveränderungen";"";"";"";"";"";"";"";""
"10 = Ordentliche Erträge";"-34.121,64 EUR";"-43.615,85 EUR";"-4.496,89 EUR";"-10.009,63 EUR";"-9.613,51 EUR";"-9.370,06 EUR";"-9.081,60 EUR";"-8.977,93 EUR"
"11 - Personalaufwendungen";"257.071,04 EUR";"247.716,28 EUR";"168.771,20 EUR";"234.922,68 EUR";"217.772,68 EUR";"207.398,72 EUR";"197.971,64 EUR";"197.377,84 EUR"
"12 - Versorgungsaufwendungen";"";"";"";"";"";"";"";""
"13 - Aufwendungen für Sach- und Dienstleistungen";"5.060,71 EUR";"27.620,07 EUR";"5.366,00 EUR";"5.500,00 EUR";"5.700,00 EUR";"5.850,00 EUR";"5.950,00 EUR";"6.100,00 EUR"
"14 - Bilanzielle Abschreibungen";"57,25 EUR";"2.505,67 EUR";"";"";"";"";"";""
"15 - Transferaufwendungen";"5.612,00 EUR";"";"";"";"";"";"";""
"16 - Sonstige ordentliche Aufwendungen";"49.481,11 EUR";"36.113,38 EUR";"30.650,00 EUR";"30.650,00 EUR";"32.300,00 EUR";"33.900,00 EUR";"33.900,00 EUR";"33.900,00 EUR"
"17 = Ordentliche Aufwendungen";"317.282,11 EUR";"313.955,40 EUR";"204.787,20 EUR";"271.072,68 EUR";"255.772,68 EUR";"247.148,72 EUR";"237.821,64 EUR";"237.377,84 EUR"
"18 = Ordentliches Ergebnis (= 10 + 17)";"283.160,47 EUR";"270.339,55 EUR";"200.290,31 EUR";"261.063,05 EUR";"246.159,17 EUR";"237.778,66 EUR";"228.740,04 EUR";"228.399,91 EUR"
"19 + Finanzerträge";"";"";"";"";"";"";"";""
"20 - Zinsen und sonstige Finanzaufwendungen";"";"";"";"";"";"";"";""
"21 = Finanzergebnis (= 19 + 20)";"";"";"";"";"";"";"";""
"22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21)";"283.160,47 EUR";"270.339,55 EUR";"200.290,31 EUR";"261.063,05 EUR";"246.159,17 EUR";"237.778,66 EUR";"228.740,04 EUR";"228.399,91 EUR"
"23 + Außerordentliche Erträge";"";"";"";"";"";"";"";""
"24 - Außerordentliche Aufwendungen";"";"";"";"";"";"";"";""
"25 = Außerordentliches Ergebnis (= 23 + 24)";"";"";"";"";"";"";"";""
"26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25)";"283.160,47 EUR";"270.339,55 EUR";"200.290,31 EUR";"261.063,05 EUR";"246.159,17 EUR";"237.778,66 EUR";"228.740,04 EUR";"228.399,91 EUR"
"27 + Erträge aus internen Leistungsbeziehungen";"-323.908,67 EUR";"-313.623,23 EUR";"-231.275,58 EUR";"-302.409,36 EUR";"-288.543,79 EUR";"-280.740,62 EUR";"-272.336,66 EUR";"-272.016,27 EUR"
"28 - Aufwendungen aus internen Leistungsbeziehungen";"67.011,12 EUR";"54.698,64 EUR";"49.736,93 EUR";"65.865,45 EUR";"65.779,35 EUR";"65.724,12 EUR";"65.677,41 EUR";"65.671,16 EUR"
"29 = Teilergebnis  (= 26, 27, 28)";"26.262,92 EUR";"11.414,96 EUR";"18.751,66 EUR";"24.519,14 EUR";"23.394,73 EUR";"22.762,16 EUR";"22.080,79 EUR";"22.054,80 EUR"
