;Ergebnis des Vorvorvorjahres K4/2011;Ergebnis des Vorvorjahres K4/2012;Ansatz des Vorjahres K4/2013;Planung des Haushaltsjahres K4/2014;Planung des Haushaltsjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-3026,63;-3162,82;-3026,68;-156,84;-150,12;-146,64;-146,64;-146,64
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;;;;;;;;
7 + Sonstige ordentliche Erträge;-9782,00;-17340,60;-10000,00;-10000,00;-10000,00;-10000,00;-10000,00;-10000,00
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-12808,63;-20503,42;-13026,68;-10156,84;-10150,12;-10146,64;-10146,64;-10146,64
11 - Personalaufwendungen;1205031,28;1247794,40;1283616,06;1206168,68;1190639,28;1185271,99;1185924,43;1199681,28
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;41417,46;37640,44;39562,32;42254,04;43477,44;44740,08;45602,76;46488,88
14 - Bilanzielle Abschreibungen;5815,44;5653,91;3192,55;197,98;191,28;187,78;187,79;187,78
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;92491,89;88426,11;108902,44;91100,37;91100,37;91100,37;91100,37;91100,33
17 = Ordentliche Aufwendungen;1344756,07;1379514,86;1435273,37;1339721,07;1325408,37;1321300,22;1322815,35;1337458,27
18 = Ordentliches Ergebnis (= 10 + 17);1331947,44;1359011,44;1422246,69;1329564,23;1315258,25;1311153,58;1312668,71;1327311,63
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);1331947,44;1359011,44;1422246,69;1329564,23;1315258,25;1311153,58;1312668,71;1327311,63
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);1331947,44;1359011,44;1422246,69;1329564,23;1315258,25;1311153,58;1312668,71;1327311,63
27 + Erträge aus internen Leistungsbeziehungen;;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;203816,72;199405,89;251100,73;162710,50;161183,07;160211,30;159713,88;160254,72
29 = Teilergebnis  (= 26, 27, 28);1535764,16;1558417,33;1673347,42;1492274,73;1476441,32;1471364,88;1472382,59;1487566,35
